record_index,record_id,work_id,title,auto_level_source,auto_route_family_source,screen_priority_score_source,manual_queue_rank_source,final_level,include_final,exclusion_code,route_family_final,reviewer,review_basis,evidence_location,decision_notes,project_family_id,family_is_primary_work,family_grouping_basis,preferred_record_id,is_preferred_manifestation,dedup_rule
238,REC-78DA1BBA4525C9E1,WORK-34E0764C9E4AD293,Hardware Acceleration of LLMs: A comprehensive survey and comparison,B,,12,4,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-78DA1BBA4525C9E1:title+abstract,The title and abstract identify a comprehensive survey and comparison while its partial FPGA tests serve only result extrapolation.,,False,,REC-78DA1BBA4525C9E1,True,unique
239,REC-6099EE66504F6EF2,WORK-1088AF5881ECBED8,Low Latency Transformer Inference on FPGAs for Physics Applications with hls4ml,B,,10,4,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6099EE66504F6EF2:title+abstract,The abstract implements attention Softmax and normalization through hls4ml and states compatibility with TensorFlow-built Transformer models.,PF-3DBBE522B68ECE13,True,single_work_family; no explicit cross-work release or extension evidence,REC-6099EE66504F6EF2,True,unique
240,REC-2861404557D1782A,WORK-EEBD41A0C917C476,CAT: Customized Transformer Accelerator Framework on Versal ACAP,B,,8,4,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2861404557D1782A:title+abstract,The abstract describes CAT as a framework that derives customized Transformer accelerator families on Versal ACAP.,PF-96C283DFC2B346FE,True,single_work_family; no explicit cross-work release or extension evidence,REC-2861404557D1782A,True,unique
241,REC-D80BA185FF6CE5BD,WORK-617566A76A0E7098,LlamaF: An Efficient Llama2 Architecture Accelerator on Embedded FPGAs,B,,11,4,A,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-D80BA185FF6CE5BD:title+abstract; LLM-inference-on-FPGA-papers/papers/2409.11424v1.pdf page 6 section IV-C Performance Analysis search phrase tokens generated per second,The abstract reports TinyLlama inference speedup on ZCU102 while full text confirms complete multi-layer token generation with FPGA matrix-vector offload.,PF-CAA8FD9CB8D76AF5,True,single_work_family; no explicit cross-work release or extension evidence,REC-D80BA185FF6CE5BD,True,unique
242,REC-00876C5760C7308E,WORK-2C89087AD30358EE,ProTEA: Programmable Transformer Encoder Acceleration on FPGA,B,,8,4,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-00876C5760C7308E:title+abstract,The abstract presents a runtime-programmable FPGA accelerator hosting attention and feed-forward blocks across twelve-layer Transformer encoders.,PF-FDB730B5953E03F5,True,single_work_family; no explicit cross-work release or extension evidence,REC-00876C5760C7308E,True,unique
243,REC-4D7BFF9A0A171A01,WORK-81D018F95FDAAD3B,FAMOUS: Flexible Accelerator for the Attention Mechanism of Transformer on UltraScale+ FPGAs,B,,8,4,B,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4D7BFF9A0A171A01:title+abstract,The abstract implements a flexible dense multi-head-attention accelerator on two Xilinx FPGA cards.,PF-D6AA275B78AFD50B,True,single_work_family; no explicit cross-work release or extension evidence,REC-4D7BFF9A0A171A01,True,unique
244,REC-3219982CADC13B0C,WORK-6C6395218D8B95A4,Efficient Tabular Data Preprocessing of ML Pipelines,X,,2,6,X,False,X_TRAINING_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3219982CADC13B0C:title+abstract,"The abstract centers on training or training-data preparation (Data preprocessing pipelines, which includes data decoding, cleaning, and transforming, are a crucial component of Machine Learning (ML) training) and supplies no transferable FPGA inference implementation.",,False,,REC-3219982CADC13B0C,True,unique
245,REC-32CC94372EE77D83,WORK-49843E6B36F898D3,Resource-aware Mixed-precision Quantization for Enhancing Deployability of Transformers for Time-series Forecasting on Embedded FPGAs,B,PARAMETERIZED_RTL,10,4,C,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-32CC94372EE77D83:title+abstract,The abstract extends a VHDL Transformer template with resource selection and mixed-precision search to enable previously infeasible FPGA deployments.,PF-72E73D9975735020,True,single_work_family; no explicit cross-work release or extension evidence,REC-32CC94372EE77D83,True,unique
246,REC-9C66DFA2ACB829E8,WORK-9FF656BD3283AD20,Large Language Model Inference Acceleration: A Comprehensive Hardware Perspective,A,,14,1,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9C66DFA2ACB829E8:title+abstract,"The abstract explicitly describes a comprehensive survey of generative-LLM inference optimization across CPU, GPU, FPGA, ASIC, and PIM platforms.",,False,,REC-9C66DFA2ACB829E8,True,unique
247,REC-90F9BA0E8090E56C,WORK-80E2F738232FBD17,HF-NTT: Hazard-Free Dataflow Accelerator for Number Theoretic Transform,X,DATAFLOW,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-90F9BA0E8090E56C:title+abstract,"The abstract centers on an unrelated workload (Polynomial multiplication is one of the fundamental operations in many applications, such as fully homomorphic encryption (FHE)) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-90F9BA0E8090E56C,True,unique
248,REC-EF524C7130F26BAD,WORK-4B5392ACD395831A,Deep Learning and Machine Learning with GPGPU and CUDA: Unlocking the Power of Parallel Computing,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EF524C7130F26BAD:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Deep Learning and Machine Learning with GPGPU and CUDA: Unlocking the Power of Parallel Computing""), not primary implementation evidence.",,False,,REC-EF524C7130F26BAD,True,unique
249,REC-62D71FDC9956799A,WORK-9311EA0539A12637,Fast Data-independent KLT Approximations Based on Integer Functions,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-62D71FDC9956799A:title+abstract,"The abstract centers on an unrelated workload (The Karhunen-Loève transform (KLT) stands as a well-established discrete transform, demonstrating optimal characteristics in data decorrelation and dimensionality reduction) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-62D71FDC9956799A,True,unique
250,REC-DD28132BF04122F9,WORK-B25288B0C34E5D63,SeedLM: Compressing LLM Weights into Seeds of Pseudo-Random Generators,B,,9,4,D,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DD28132BF04122F9:title+abstract,The abstract compresses LLM weights into LFSR seeds and validates the decompression method with FPGA speed tests up to 70B models.,PF-D1A979BF3CCF83B3,True,single_work_family; no explicit cross-work release or extension evidence,REC-DD28132BF04122F9,True,unique
251,REC-053F8CE5FE90B1D2,WORK-A55C651F3AD0F7D8,RapidStream IR: Infrastructure for FPGA High-Level Physical Synthesis,B,HLS,12,4,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-053F8CE5FE90B1D2:title+abstract,The abstract introduces a reusable physical-synthesis IR for mixed HLS RTL and IP designs and evaluates it on LLM accelerators.,PF-D0FF974FBB6B0F47,True,single_work_family; no explicit cross-work release or extension evidence,REC-053F8CE5FE90B1D2,True,unique
252,REC-D17ED0BF4F48BE11,WORK-471FF9FFFF66EBEF,IANUS: Integrated Accelerator based on NPU-PIM Unified Memory System,A,,14,1,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D17ED0BF4F48BE11:title+abstract,"IANUS runs LLM computation on an NPU-PIM system and uses an FPGA only as a proof-of-concept PIM controller, yielding transferable memory scheduling rather than FPGA LM inference.",PF-35A7C7989C4AD42B,True,single_work_family; no explicit cross-work release or extension evidence,REC-D17ED0BF4F48BE11,True,unique
253,REC-C048DE10B21EE1B8,WORK-14283B78961A8BD0,Developing a Self-Explanatory Transformer,B,,5,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-C048DE10B21EE1B8:title+abstract; LLM-inference-on-FPGA-papers/papers/2410.23083v1.pdf pages 2-3 sections 2-4 search phrase finite state transducer,The abstract calls the design a mapping transformer while full text shows it is a finite-state string transducer rather than a neural Transformer.,,False,,REC-C048DE10B21EE1B8,True,unique
254,REC-36C4AAA4FD4ACA93,WORK-BB05D1FE7F29FD30,TATAA: Programmable Mixed-Precision Transformer Acceleration with a Transformable Arithmetic Architecture,A,DATAFLOW,9,1,A,True,,OVERLAY,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-36C4AAA4FD4ACA93:title+abstract; LLM-inference-on-FPGA-papers/papers/2411.03697v1.pdf#section=Table_7&search=only_measure_the_pre-fill_stage_for_GPT-2,TATAA maps complete transformer graphs onto an ISA-programmable FPGA engine and reports hardware GPT-2 prefill using linear and nonlinear modes.,PF-5487714A7E757A5C,True,single_work_family; no explicit cross-work release or extension evidence,REC-36C4AAA4FD4ACA93,True,unique
255,REC-C89D508C9645DB7B,WORK-216914A5D9B159E3,Towards Accurate and Efficient Sub-8-Bit Integer Training,B,,7,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C89D508C9645DB7B:title+abstract,The abstract demonstrates sub-eight-bit Transformer training quantization plus an FPGA ShiftQuant prototype and fully quantized normalization.,PF-79164EA7D4241982,True,single_work_family; no explicit cross-work release or extension evidence,REC-C89D508C9645DB7B,True,unique
256,REC-78E9518BF6FC6EBF,WORK-0673CDF1421E1159,SILVIA: Automated Superword-Level Parallelism Exploitation via HLS-Specific LLVM Passes for Compute-Intensive FPGA Accelerators,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-78E9518BF6FC6EBF:title+abstract,SILVIA is an open LLVM pass integrated into Vitis HLS that automatically packs arithmetic operations into FPGA DSPs.,PF-661214DE7534F8AC,True,single_work_family; no explicit cross-work release or extension evidence,REC-78E9518BF6FC6EBF,True,unique
257,REC-AD576C077EF03A16,WORK-9A3F28DCB535C9EA,A Runtime-Adaptive Transformer Neural Network Accelerator on FPGAs,B,,10,4,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AD576C077EF03A16:title+abstract,The abstract implements a runtime-adaptive dense accelerator for Transformer encoder and decoder matrix computations on several FPGAs.,PF-ABD4DA7DDDC04653,True,single_work_family; no explicit cross-work release or extension evidence,REC-AD576C077EF03A16,True,unique
258,REC-57B890A5DC77C4AA,WORK-78349001A79A275F,QUADOL: A Quality-Driven Approximate Logic Synthesis Method Exploiting Dual-Output LUTs for Modern FPGAs,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-57B890A5DC77C4AA:title+abstract,QUADOL performs quality-driven approximate FPGA logic synthesis and produces approximate multipliers relevant to low-precision accelerator arithmetic.,PF-8C17ABC0FEACECE6,True,single_work_family; no explicit cross-work release or extension evidence,REC-57B890A5DC77C4AA,True,unique
259,REC-361ADBB8874502B6,WORK-9EB01DDF67D140A4,HPCNeuroNet: A Neuromorphic Approach Merging SNN Temporal Dynamics with Transformer Attention for FPGA-based Particle Physics,A,,10,1,B,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-361ADBB8874502B6:title+abstract,HPCNeuroNet realizes a hybrid SNN with transformer attention through hls4ml for deployment in FPGA particle-physics processing.,PF-3123E25E353ECBC2,True,single_work_family; no explicit cross-work release or extension evidence,REC-361ADBB8874502B6,True,unique
260,REC-D7B209C7FF8D65B2,WORK-150F543E36D36727,High-Accuracy Schottky Diagnostics for Low-SNR Betatron Tune Measurement in Ramping Synchrotrons,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D7B209C7FF8D65B2:title+abstract,"The abstract centers on an unrelated workload (This study introduces a novel real-time betatron tune measurement algorithm, utilizing Schottky signals and an FPGA-based backend architecture, specifically designed…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-D7B209C7FF8D65B2,True,unique
261,REC-170585CD873D413E,WORK-5EB0A88480FEE487,Adaptive Hybrid FFT: A Novel Pipeline and Memory-Based Architecture for Radix-$2^k$ FFT in Large Size Processing,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-170585CD873D413E:title+abstract,"The abstract centers on an unrelated workload (In the field of digital signal processing, the fast Fourier transform (FFT) is a fundamental algorithm, with its processors being…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-170585CD873D413E,True,unique
262,REC-8D6ACCD4E099C008,WORK-FB787E5DAF7E9A79,TreeLUT: An Efficient Alternative to Deep Neural Networks for Inference Acceleration Using Gradient Boosted Decision Trees,D,,7,5,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8D6ACCD4E099C008:title+abstract,The abstract generates FPGA hardware only for gradient-boosted decision trees and provides no transformer-relevant operator or lowering path.,,False,,REC-8D6ACCD4E099C008,True,unique
263,REC-AC7A77515D490E82,WORK-DF0318D2EDCFD441,Intelligent experiments through real-time AI: Fast Data Processing and Autonomous Detector Control for sPHENIX and future EIC detectors,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AC7A77515D490E82:title+abstract,The detector demonstrator maps a real-time GNN pipeline to FPGA hardware with the hls4ml model-to-HLS flow.,PF-F25E7A96CD69F919,True,single_work_family; no explicit cross-work release or extension evidence,REC-AC7A77515D490E82,True,unique
264,REC-04D1F7D833DB856C,WORK-7716359A1AFFF134,Ultra Memory-Efficient On-FPGA Training of Transformers via Tensor-Compressed Optimization,A,,7,1,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-04D1F7D833DB856C:title+abstract,"The work implements end-to-end transformer training on U50 with transferable tensor compression, on-chip model state, custom kernels, and pipelining.",PF-49358989E06B35B4,True,single_work_family; no explicit cross-work release or extension evidence,REC-04D1F7D833DB856C,True,unique
265,REC-01007E919BA67615,WORK-E2723B3FAAA77953,Monolithic 3D FPGAs Utilizing Back-End-of-Line Configuration Memories,B,PARAMETERIZED_RTL,9,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-01007E919BA67615:title+abstract,The abstract proposes a monolithic 3-D FPGA fabric architecture and benchmarks its routing and power on large-language-model circuits.,PF-AB7D7464CBE25F06,True,single_work_family; no explicit cross-work release or extension evidence,REC-01007E919BA67615,True,unique
266,REC-F9910295847671D0,WORK-DB47ABDF312E1C33,Stream-HLS: Towards Automatic Dataflow Acceleration,B,MLIR_CIRCT,13,4,C,True,,MLIR_CIRCT,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F9910295847671D0:title+abstract,The abstract states that Stream-HLS lowers C C++ or PyTorch through MLIR into optimized FPGA dataflow hardware and host code.,PF-AC2B69ABBF9C7923,True,single_work_family; no explicit cross-work release or extension evidence,REC-F9910295847671D0,True,unique
267,REC-856C24626DD738E5,WORK-6CEF5028F277834A,Holistic Optimization Framework for FPGA Accelerators,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-856C24626DD738E5:title+abstract,Prometheus jointly optimizes transformations and communication under FPGA resource limits and automatically generates bitstreams.,PF-F7104F6EB7065DE5,True,single_work_family; no explicit cross-work release or extension evidence,REC-856C24626DD738E5,True,unique
268,REC-1ABE8CB7844BC247,WORK-2D5833E4E8C5815D,A Fully Pipelined FIFO Based Polynomial Multiplication Hardware Architecture Based On Number Theoretic Transform,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1ABE8CB7844BC247:title+abstract,"The abstract centers on an unrelated workload (This paper presents digital hardware for computing polynomial multiplication using Number Theoretic Transform (NTT), specifically designed for implementation on Field…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-1ABE8CB7844BC247,True,unique
269,REC-F511D5DFCA074FB4,WORK-64BECC3FEF9D1B24,"Broadband, Dead-Time-Free Spectrometer Using RFSoC for WISP Dark Matter Searches",X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F511D5DFCA074FB4:title+abstract,"The abstract centers on an unrelated workload (Ultra-light dark matter candidates, such as axions and dark photons, particularly within the mass range of $μ$eV to meV, have…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-F511D5DFCA074FB4,True,unique
270,REC-5B2530528709F6B9,WORK-851A188056BBF585,Accelerating Recommender Model ETL with a Streaming FPGA-GPU Dataflow,X,DATAFLOW,4,6,X,False,X_TRAINING_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5B2530528709F6B9:title+abstract,The abstract centers on training or training-data preparation (The real-time performance of recommender models depends on the continuous integration of massive volumes of new user interaction data into…) and supplies no transferable FPGA inference implementation.,,False,,REC-5B2530528709F6B9,True,unique
271,REC-7CB959417EB26834,WORK-4FE0B6DCA859E174,LLM-Assisted Knowledge Graph Completion for Curriculum and Domain Modelling in Personalized Higher Education Recommendations,B,,4,3,X,False,X_NOT_FPGA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-7CB959417EB26834:title+abstract,"The LLM completes an education knowledge graph whose subject matter includes FPGA courses, but the work has no FPGA hardware contribution.",,False,,REC-7CB959417EB26834,True,unique
272,REC-41EB5F1536296C6C,WORK-9BF05A93BDD17C66,A Quantitative Evaluation of Approximate Softmax Functions for Deep Neural Networks,B,,11,4,D,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-41EB5F1536296C6C:title+abstract,The abstract implements Taylor- and LUT-based approximate Softmax units for low-end FPGAs and explicitly targets later LLM integration.,PF-B7355D333453B56E,True,single_work_family; no explicit cross-work release or extension evidence,REC-41EB5F1536296C6C,True,unique
273,REC-2C0E34856A04F65F,WORK-63032F7C7DF149CE,Real-world Edge Neural Network Implementations Leak Private Interactions Through Physical Side Channel,B,,9,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2C0E34856A04F65F:title+abstract,The abstract demonstrates a physical side-channel analysis method on FPGA neural classifiers and on edge LLM tokens as transferable verification evidence.,PF-FE60940323390C25,True,single_work_family; no explicit cross-work release or extension evidence,REC-2C0E34856A04F65F,True,unique
274,REC-12C9D1ED9EF711FB,WORK-1A49E51497ADC66F,A Tensor-Train Decomposition based Compression of LLMs on Group Vector Systolic Accelerator,B,,9,4,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-12C9D1ED9EF711FB:title+abstract; LLM-inference-on-FPGA-papers/papers/2501.19135v1.pdf pages 5-6 section V Experimental Results search phrase whole network,The abstract reports first-token delays for two multi-billion-parameter LLMs while full text maps whole-network operators to the FPGA accelerator.,PF-0ED1ABCF4AFE5CD3,True,single_work_family; no explicit cross-work release or extension evidence,REC-12C9D1ED9EF711FB,True,unique
275,REC-9C5B33458C163E1C,WORK-C87240FC0F2E6EEB,Pushing the Limits of BFP on Narrow Precision LLM Inference,B,PARAMETERIZED_RTL,11,4,D,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9C5B33458C163E1C:title+abstract,The abstract implements an RTL block-floating-point engine for LLaMA attention nonlinearities and Softmax acceleration.,PF-5BBEAAE60D438626,True,single_work_family; no explicit cross-work release or extension evidence,REC-9C5B33458C163E1C,True,unique
276,REC-E1978C76FDD941FD,WORK-C6067E0D99737E90,FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E1978C76FDD941FD:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook""), not primary implementation evidence.",,False,,REC-E1978C76FDD941FD,True,unique
277,REC-37D418A5B0CD24F0,WORK-96541CBE8359181A,UbiMoE: A Ubiquitous Mixture-of-Experts Vision Transformer Accelerator With Hybrid Computation Pattern on FPGA,A,,12,1,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-37D418A5B0CD24F0:title+abstract,"UbiMoE is an end-to-end MoE-ViT FPGA accelerator with streaming attention, reusable linear kernels, and hardware-parameter search.",PF-E26489809C4F7902,True,single_work_family; no explicit cross-work release or extension evidence,REC-37D418A5B0CD24F0,True,unique
278,REC-397AA2E8B322E5B6,WORK-76ACBFCD99E4F225,MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-397AA2E8B322E5B6:title+abstract,"MetaML-Pro joins DNN transformations, HLS metaprogramming, and cross-stage search to automate FPGA accelerator generation.",PF-22B0C70ECC2FC77F,True,single_work_family; no explicit cross-work release or extension evidence,REC-397AA2E8B322E5B6,True,unique
279,REC-7DA72502BFE51076,WORK-4D8DFA0A5AEB0E27,Enhancing Olfactory Perception Through Large Language Models: Integrating Sensory Data for Advanced Odor Recognition,B,,9,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-7DA72502BFE51076:title+abstract,The abstract describes FPGA-accelerated olfactory circuits and never identifies an LLM inference role despite the title.,,False,,REC-7DA72502BFE51076,True,unique
280,REC-614E448623940710,WORK-ECEF69A1B2E67BCF,Pushing up to the Limit of Memory Bandwidth and Capacity Utilization for Efficient LLM Decoding on Embedded FPGA,B,DATAFLOW,11,4,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-614E448623940710:title+abstract,The abstract reports standalone LLaMA2-7B decoding at about five tokens per second on a KV260 FPGA with fused operators and KV cache.,PF-18F3D35D2702BF81,True,single_work_family; no explicit cross-work release or extension evidence,REC-614E448623940710,True,unique
281,REC-BCA6BA5940337BB3,WORK-A5AD48CEA945F948,Millimeter-Wave Communication Testbed Using Digital Coding Dynamic Metasurface Antenna: Practical Design and Implementation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BCA6BA5940337BB3:title+abstract,"The abstract centers on an unrelated workload (Dynamic Metasurface Antennas (DMAs) are transforming reconfigurable antenna technology by enabling energy-efficient, cost-effective beamforming through programmable meta-elements, eliminating the need…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-BCA6BA5940337BB3,True,unique
282,REC-561FD75C12B8EF91,WORK-A1B348125B5B8EE0,LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-design,B,,16,4,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-561FD75C12B8EF91:title+abstract,The abstract implements full Mamba language-model inference on FPGA and reports 93 tokens per second on Alveo U280.,PF-85A0286974EFC09E,True,single_work_family; no explicit cross-work release or extension evidence,REC-561FD75C12B8EF91,True,unique
283,REC-13722C8F89C40F15,WORK-E00CB83B7759876D,A Hybrid Neural Architecture: Online Attosecond X-ray Characterization,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-13722C8F89C40F15:title+abstract,"The abstract centers on an unrelated workload (The emergence of high-repetition-rate x-ray free-electron lasers, such as SLAC's LCLS-II, serve as our canonical example for autonomous controls that…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-13722C8F89C40F15,True,unique
284,REC-9EEECBE6F301F9A2,WORK-5BE94FE918019CC7,TerEffic: Highly Efficient Ternary LLM Inference on FPGA,B,,11,4,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9EEECBE6F301F9A2:title+abstract,The abstract reports complete ternary LLM inference at token-generation rates for 370M and 2.7B models on FPGA architectures.,PF-40340776F6A61628,True,single_work_family; no explicit cross-work release or extension evidence,REC-9EEECBE6F301F9A2,True,unique
285,REC-688C296AB31CFA2F,WORK-1D29B54F5B295494,A Review of Memory Wall for Neuromorphic Computing,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-688C296AB31CFA2F:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""A Review of Memory Wall for Neuromorphic Computing""), not primary implementation evidence.",,False,,REC-688C296AB31CFA2F,True,unique
286,REC-507EEB2F277BB4EB,WORK-A6EAA22E56A14119,A Novel Interactive-Guided Differential Testing Approach for FPGA Simulation Debugger Tools,X,PARAMETERIZED_RTL,5,6,D,True,,,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-507EEB2F277BB4EB:title+abstract;LLM-inference-on-FPGA-papers/papers/2503.01138v1.pdf#text-search=""release the source code and datasets of DB-Hunter""",DB-Hunter generates equivalent RTL and debugger-action variants for differential verification of FPGA simulation tools and releases its test assets.,PF-43B5EF1495E5C429,True,single_work_family; no explicit cross-work release or extension evidence,REC-507EEB2F277BB4EB,True,unique
287,REC-D97610736AA58551,WORK-2F3189F97665F2A4,Vision Transformers on the Edge: A Comprehensive Survey of Model Compression and Acceleration Strategies,B,,8,4,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D97610736AA58551:title+abstract,The title and abstract explicitly identify a comprehensive survey of vision-Transformer compression and acceleration.,,False,,REC-D97610736AA58551,True,unique
288,REC-4BEC5993271B5F05,WORK-ACBBE67E114A3837,AHCQ-SAM: Toward Accurate and Hardware-Compatible Post-Training Segment Anything Model Quantization,D,,4,5,D,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4BEC5993271B5F05:title+abstract,The abstract quantizes SAM weights GELU activations linear projections and attention scores and validates the scheme on FPGA.,PF-18F82D9362BBC66A,True,single_work_family; no explicit cross-work release or extension evidence,REC-4BEC5993271B5F05,True,unique
289,REC-29CEB82FFB7D60B1,WORK-9EDD0480557C4F6D,ResBench: Benchmarking LLM-Generated FPGA Designs with Resource Awareness,B,PARAMETERIZED_RTL,9,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-29CEB82FFB7D60B1:title+abstract,The abstract benchmarks LLM-generated Verilog designs for FPGA correctness and resource use.,,False,,REC-29CEB82FFB7D60B1,True,unique
