record_index,record_id,work_id,title,final_level,reviewer,review_basis,evidence_location,selection_rule,sample_hash
210,REC-50F6BA42D72FB565,WORK-4627BBCBFE1BA7BB,"From a Lossless (~1.5:1) Compression Algorithm for Llama2 7B Weights to Variable Precision, Variable Range, Compressed Numeric Data Types for CNNs and LLMs",D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-50F6BA42D72FB565:title+abstract,lowest stable hashes; ceil(20%),4627bbcbfe1ba7bb294f6324f85e1cb75ce73d8fa941496d3db29ae027d3eb4d
292,REC-EA4C0FAA7D7F488C,WORK-467D637F1A5F438C,Design and Implementation of an FPGA-Based Hardware Accelerator for Transformer,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EA4C0FAA7D7F488C:title+abstract,lowest stable hashes; ceil(20%),467d637f1a5f438cf6ea145a5db7f51fdd23d5858b8607326dac38e0ecc9dae1
435,REC-72DC5BAC04D90C54,WORK-0139482664CC6D3D,Comparative Performance Analysis of NIST PQC Standards: From STM32 Software Limitations to FPGA-SoC Acceleration,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-72DC5BAC04D90C54:title+abstract,lowest stable hashes; ceil(20%),0139482664cc6d3ddc57ca62c5d6d26d5e9fd6896b295dfc80ac6ab76e35588d
74,REC-F6A6EB8FD7251DAD,WORK-0201D83E77165AFC,Novel Architecture of Pipeline Radix 2 power of 2 SDF FFT Based on Digit-Slicing Technique,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F6A6EB8FD7251DAD:title+abstract,lowest stable hashes; ceil(20%),0201d83e77165afc2ef75df70a201764131fb4eff6f262dadd892504adb77c91
42,REC-366778764662CFF9,WORK-03251B78F491CCFF,Inter-Technology Backscatter: Towards Internet Connectivity for Implanted Devices,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-366778764662CFF9:title+abstract,lowest stable hashes; ceil(20%),03251b78f491ccff406e8575890a3e31234d4edfea6dc1c5af7e6d10882980f8
337,REC-55AF74F48541DBB8,WORK-03A819E438C41218,A2H-MAS: An Algorithm-to-HLS Multi-Agent System for Automated and Reliable FPGA Implementation,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-55AF74F48541DBB8:title+abstract,lowest stable hashes; ceil(20%),03a819e438c4121853b6b8feee67b1d34f90ca2c2875b883335d9d3bb38cef21
396,REC-6959A58704BD803C,WORK-05E3F9EC4680C080,Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6959A58704BD803C:title+abstract,lowest stable hashes; ceil(20%),05e3f9ec4680c080d4e4865344221e0bce5983b7301e194aac25b01407084154
106,REC-2342F9BF3B1AB602,WORK-0652D93DC13B8861,Hardware Implementation of Iterative Projection-Aggregation Decoding of Reed-Muller Codes,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2342F9BF3B1AB602:title+abstract,lowest stable hashes; ceil(20%),0652d93dc13b88618a32044af6e9cbe047defbf8cf7397af7dd914d64b549406
190,REC-03DB065D26928ABC,WORK-07EED84E7B19B4D8,Wideband Sample Rate Converter Using Cascaded Parallel-serial Structure for Synthetic Instrumentation,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-03DB065D26928ABC:title+abstract,lowest stable hashes; ceil(20%),07eed84e7b19b4d84dd7bf2fcc23a74ab1d822906470d5e437f8b227a8815def
323,REC-DE3DA0389AC93D33,WORK-0865C46561B46F1F,HLStrans: Dataset for C-to-HLS Hardware Code Synthesis,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DE3DA0389AC93D33:title+abstract,lowest stable hashes; ceil(20%),0865c46561b46f1f57b561d03dccdc85f2566f274774463cc97bd59e1ea7ee61
69,REC-1C2BC4282AF1A5AD,WORK-08C70DB9C38C8FD7,Hardware Implementation of a Fast Algorithm for the Reconstruction of Muon Tracks in ATLAS Muon Drift-Tube Chambers for the First-Level Muon Trigger at the HL-LHC,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1C2BC4282AF1A5AD:title+abstract,lowest stable hashes; ceil(20%),08c70db9c38c8fd7e9ac6674ed2a12930494e519fb98889a163dced87670ff34
123,REC-641104861DB63DFC,WORK-0A1FBBD9BCC0AF75,Development of an FPGA-based realtime DAQ system for axion haloscope experiments,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-641104861DB63DFC:title+abstract,lowest stable hashes; ceil(20%),0a1fbbd9bcc0af75e0b02df90028cba4636550e21f1a4e292eac34cdcab6138d
119,REC-BE790A13874474BF,WORK-0C3EACD3CB42E3DF,Accelerating Encrypted Computing on Intel GPUs,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BE790A13874474BF:title+abstract,lowest stable hashes; ceil(20%),0c3eacd3cb42e3dff48ae6ee3d167aa694ac896c18ab46bb24927b3d776baf54
330,REC-70FF806962EDBD4E,WORK-0C40CA296579F793,End-to-end image compression and reconstruction with ultrahigh speed and ultralow energy enabled by opto-electronic computing processor,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-70FF806962EDBD4E:title+abstract,lowest stable hashes; ceil(20%),0c40ca296579f793cde33e8ee4c4891260be20ee0e488313b13abf061693a243
431,REC-3997FA16D99A7164,WORK-0C5876E71D35C1A4,Towards Autonomous Accelerator Design: FPGA Accelerator Generation with SECDA,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3997FA16D99A7164:title+abstract,lowest stable hashes; ceil(20%),0c5876e71d35c1a4a8a9fd1d23759820b656a4b676e0222744fa0ee30ba626c1
232,REC-09DEF0F386F31DC0,WORK-0CC1892518243ABD,Flexible and Cost-Effective Spherical to Cartesian Coordinate Conversion Using 3-D CORDIC Algorithm on FPGA,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-09DEF0F386F31DC0:title+abstract,lowest stable hashes; ceil(20%),0cc1892518243abdbc7608d3d24876d98938c0bf46be64a8df15b1bed7460d05
429,REC-0C1041A492BBE78B,WORK-0D23C125FBBF7BBC,HSCO-Bench: An Agent-Driven End-to-End Hardware-Software Co-design Benchmark for Systems-on-Chip,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0C1041A492BBE78B:title+abstract,lowest stable hashes; ceil(20%),0d23c125fbbf7bbc55e2d7917b9ff00702bb29dd484ddb9f9bf66605aa1a28c7
454,REC-3D8BAE87506248E2,WORK-0D2A08EACB2F8B91,PIP-NTT: Towards a Scalable Memory-Parallelized Accelerator for Iterative NTT in PQC,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3D8BAE87506248E2:title+abstract,lowest stable hashes; ceil(20%),0d2a08eacb2f8b917de4a1707184e618e38a527393636c74230028a4963f2c0e
40,REC-DCFC6B023D9EF9F8,WORK-0D9869A0E3DDBEEE,Multiplierless 16-point DCT Approximation for Low-complexity Image and Video Coding,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DCFC6B023D9EF9F8:title+abstract,lowest stable hashes; ceil(20%),0d9869a0e3ddbeeec088ac5157bf62a88191829193e7a21fdba5ab0c57fa6624
402,REC-C5FFB21E3A3121F0,WORK-0EA70D682C20A538,ExpanderGraph-128: A Novel Graph-Theoretic Block Cipher with Formal Security Analysis and Hardware Implementation,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C5FFB21E3A3121F0:title+abstract,lowest stable hashes; ceil(20%),0ea70d682c20a538a423fd40f3ac85a1146b6c9aa6385db5dfb19f9b5446977b
171,REC-EB622A25C915E5D5,WORK-1077CC27B9DBB0E7,An Overview of FPGA-inspired Obfuscation Techniques,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EB622A25C915E5D5:title+abstract,lowest stable hashes; ceil(20%),1077cc27b9dbb0e76f418f957a19a4dd3a9ae61234ebd4ab443e4336e857ff05
319,REC-DCFB7010F089D86B,WORK-11B82327E2BBCBFB,AMD Versal Implementations of FAM and SSCA Estimators,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DCFB7010F089D86B:title+abstract,lowest stable hashes; ceil(20%),11b82327e2bbcbfb176e0dd0141bbf27bff16454b6c9cdbd568356afeab68cda
315,REC-58EA590C04E33E29,WORK-1290984A89B382E5,A high-sensitivity frequency counter for free-induction-decay signals,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-58EA590C04E33E29:title+abstract,lowest stable hashes; ceil(20%),1290984a89b382e5866f6d008ef49805fdd1a06bada208d70a7c9a214f47c580
49,REC-F88C6066A8140556,WORK-12F868132D84C877,An OpenCL(TM) Deep Learning Accelerator on Arria 10,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F88C6066A8140556:title+abstract,lowest stable hashes; ceil(20%),12f868132d84c877668e462f9356962752d2e6876c5c19b80d17327e80d0db4b
394,REC-23229B1B1C344FB1,WORK-13666109D1E8DF37,Position: The Need for Ultrafast Training,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-23229B1B1C344FB1:title+abstract,lowest stable hashes; ceil(20%),13666109d1e8df37d3b01f1c6f2210dd0d26a3bcfc72da9913bc586d0c3adf51
253,REC-C048DE10B21EE1B8,WORK-14283B78961A8BD0,Developing a Self-Explanatory Transformer,X,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-C048DE10B21EE1B8:title+abstract;source_url=https://arxiv.org/pdf/2410.23083v1;cache_filename=2410.23083v1.pdf;cache_sha256=6a3324e8c69c21e15a2f37e28d4ac42b276637c3a69ca73ae2c9d1642b6ed674;locator=pages 2-3 sections 2-4 search phrase finite state transducer,lowest stable hashes; ceil(20%),14283b78961a8bd0e75964533728758efe8ef46334f2fc35cec4148bfbab6926
312,REC-6001BF8DB461EEBB,WORK-147A4DB2F932B9D4,Efficient Optimization Accelerator Framework for Multistate Ising Problems,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6001BF8DB461EEBB:title+abstract,lowest stable hashes; ceil(20%),147a4db2f932b9d42c467735057ebaff0358a708a5b8ff500986b57475ae3f4d
260,REC-D7B209C7FF8D65B2,WORK-150F543E36D36727,High-Accuracy Schottky Diagnostics for Low-SNR Betatron Tune Measurement in Ramping Synchrotrons,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D7B209C7FF8D65B2:title+abstract,lowest stable hashes; ceil(20%),150f543e36d36727ce8b864fd190bddb695f098efb3b9625725b9cd9a4a35d69
224,REC-0A53F8CDE071DFAB,WORK-16239B4D93E0EEE1,Parallel Computing Architectures for Robotic Applications: A Comprehensive Review,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0A53F8CDE071DFAB:title+abstract,lowest stable hashes; ceil(20%),16239b4d93e0eee1d11f88c66aaf92cc84db7d90bf9ddb4031d51057f66d8a4c
415,REC-24F11AD2640DE71D,WORK-19F5686959A45A24,From Natural Language to Silicon: The Representation Bottleneck in LLM Hardware Design,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-24F11AD2640DE71D:title+abstract,lowest stable hashes; ceil(20%),19f5686959a45a24e3147742f5419476e0182a7691f961f8d89310658483e7de
167,REC-030A349885C6007C,WORK-1AD5564F25ACF064,Hardware Acceleration of Explainable Artificial Intelligence,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-030A349885C6007C:title+abstract,lowest stable hashes; ceil(20%),1ad5564f25acf064b894ba2d309333ff6d1190543ee6ddea34202dff6717be84
356,REC-28937A3B820B31B6,WORK-1B294A2D3BFB3BF1,Decoding Correlated Errors in Quantum LDPC Codes,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-28937A3B820B31B6:title+abstract,lowest stable hashes; ceil(20%),1b294a2d3bfb3bf1ce3fe0552fe574a8ec1c30d3a12b7be98f5443c75fc22d29
457,REC-05CE8CF08628F250,WORK-1BC18618FBC2578A,VPR-Evolve: Multi-Agent-Driven Algorithm Evolution for FPGA Place and Route,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-05CE8CF08628F250:title+abstract,lowest stable hashes; ceil(20%),1bc18618fbc2578aa0b0139c5f1f864b460bba2aa508a8673481eb237d86cdcf
166,REC-B1B744172924155F,WORK-1CAEED2E683E919F,The Polynomial Connection between Morphological Dilation and Discrete Convolution,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B1B744172924155F:title+abstract,lowest stable hashes; ceil(20%),1caeed2e683e919fdb91b4f29dcfef359de55b62ec2b3f67513d132ce3834f46
285,REC-688C296AB31CFA2F,WORK-1D29B54F5B295494,A Review of Memory Wall for Neuromorphic Computing,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-688C296AB31CFA2F:title+abstract,lowest stable hashes; ceil(20%),1d29b54f5b29549476e189bda501327a9af5fbb1bfb5e9e236ee4b1129d47541
109,REC-3BF9C4C1B606866E,WORK-1ED064754B5996EA,A real time digital receiver for correlation measurements in atomic systems,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3BF9C4C1B606866E:title+abstract,lowest stable hashes; ceil(20%),1ed064754b5996ea2882a541640e5b068b23fe2dd064864d6be0cd33696c5d11
448,REC-EA143A4A252C95C7,WORK-21314B2F4925C448,Quantum Software Engineering in Practice: FPGA and AI Integration for Quantum Certification,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EA143A4A252C95C7:title+abstract,lowest stable hashes; ceil(20%),21314b2f4925c4482591545dc5edfe80cecec1bc3156caf2473aa857cb4c09a2
162,REC-5FD6C290B90048C6,WORK-221D4F0B94090672,Programming nonreciprocity and harmonic beam steering via a digitally space-time-coded metamaterial antenna,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5FD6C290B90048C6:title+abstract,lowest stable hashes; ceil(20%),221d4f0b94090672f771afed5529977acec6434a2f9b6175e05f19f35f7756f1
372,REC-0FC0CC9FC50469EE,WORK-222E3401CF429125,"The Immutable Tensor Architecture: A Pure Dataflow Approach for Secure, Energy-Efficient AI Inference",X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0FC0CC9FC50469EE:title+abstract,lowest stable hashes; ceil(20%),222e3401cf4291257a2890a0ab9f30a2f848ab4faa0c2e180510a4fb26478077
331,REC-D675CF108CBF8BAA,WORK-227B756559009085,Lightweight Fault Detection Architecture for NTT on FPGA,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D675CF108CBF8BAA:title+abstract,lowest stable hashes; ceil(20%),227b756559009085fa757bd85f8371caecc603cdce3eb6d9091563e51fcaa44b
7,REC-AAAC49C19C9048DC,WORK-22BF9F055EB3CBAD,Space and the Synchronic A-Ram,X,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-AAAC49C19C9048DC:title+abstract;source_url=https://arxiv.org/pdf/1008.1673v2;cache_filename=1008.1673v2.pdf;cache_sha256=872b71dff54bb867c3d60638422151fb60773e2fc6ce2f49b769e3661995732f;locator=text-search=""purely formal, to be simulated only""",lowest stable hashes; ceil(20%),22bf9f055eb3cbadf70ea1906a21a6db9d68530e3f7d9817fc681b2b818744db
2,REC-61B0E818AB02E4D2,WORK-24BFFA21A0643E15,Data reduction strategy of the Effelsberg-Bonn HI Survey (EBHIS),X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-61B0E818AB02E4D2:title+abstract,lowest stable hashes; ceil(20%),24bffa21a0643e15b109bfb66606ad13f32784406953204530cb2ccf41c818e5
4,REC-416B2DD45741AF37,WORK-253528675CBD2D66,The Effelsberg-Bonn HI Survey: Data reduction,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-416B2DD45741AF37:title+abstract,lowest stable hashes; ceil(20%),253528675cbd2d66c10259d33144b85682ec555cdc7020eccd1e28b80b807e88
329,REC-C1B45DD5CFFDEF49,WORK-26328C11C60EF5A6,Demystifying the 7-D Convolution Loop Nest for Data and Instruction Streaming in Reconfigurable AI Accelerators,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C1B45DD5CFFDEF49:title+abstract,lowest stable hashes; ceil(20%),26328c11c60ef5a661eb94f53dc24885e3b53f1aa49beb2699418c19e5af236b
418,REC-086BFC4543DB0A77,WORK-26427C11840BF2F5,Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-086BFC4543DB0A77:title+abstract,lowest stable hashes; ceil(20%),26427c11840bf2f5c971e62da6cf9f4faa5934f2e632c715006fb7aab7a7332a
459,REC-BA4F44A6E9632049,WORK-264D264CABCBD741,FinHardBench: Can LLMs Generate Latency-Aware Hardware for Financial Computing?,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BA4F44A6E9632049:title+abstract,lowest stable hashes; ceil(20%),264d264cabcbd74177a33e3a5fd41f22542b4f8da406f5c2b5229b3d79c62834
226,REC-2E8C2D5C8564F14C,WORK-28A5F262F9D93710,SFC: Achieve Accurate Fast Convolution under Low-precision Arithmetic,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2E8C2D5C8564F14C:title+abstract,lowest stable hashes; ceil(20%),28a5f262f9d93710247c793d5f7ea8feea93e73f144f7982a8352d5626f1e756
458,REC-EAAAF4FE370E17FC,WORK-29BB177BBFFA63F4,Machine-Learning-Based Waveform Discrimination in the Front-End Electronics of the Belle II Central Drift Chamber for Cross-Talk Noise Reduction,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EAAAF4FE370E17FC:title+abstract,lowest stable hashes; ceil(20%),29bb177bbffa63f4681234031eca43bf40e70a4d8d667d3194405d7d95a7b794
184,REC-366753D8F671C3E6,WORK-2A491AA890291851,KyberMat: Efficient Accelerator for Matrix-Vector Polynomial Multiplication in CRYSTALS-Kyber Scheme via NTT and Polyphase Decomposition,X,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-366753D8F671C3E6:title+abstract,lowest stable hashes; ceil(20%),2a491aa8902918517dd869199711e1e4757aec4dbedcf5d414d1fbb32fed26ff
