project_family_id,primary_work_id,work_id,is_primary_work,preferred_record_id,record_ids_json,title,level_final,route_family,family_grouping_basis,evidence_sources_json
PF-9475548CF9802768,WORK-6B67737B78AD16BF,WORK-6B67737B78AD16BF,True,REC-1CADB59192072EAC,"[""REC-1CADB59192072EAC"",""REC-BBE0B7CFE2C766EB""]",A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,D,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-1CADB59192072EAC:title+abstract"",""survey/build/phase1_mapping.csv#record_id=REC-BBE0B7CFE2C766EB:title+abstract""]"
PF-95F656B6D8E3B124,WORK-D411F849602DDB4C,WORK-D411F849602DDB4C,True,REC-6FF78E8941C82A36,"[""REC-6FF78E8941C82A36""]",Towards Automatic Transformation of Legacy Scientific Code into OpenCL for Optimal Performance on FPGAs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-6FF78E8941C82A36:title+abstract""]"
PF-9600A0A910FA9C12,WORK-043BA2068422D2D7,WORK-043BA2068422D2D7,True,REC-4C1B20A6E3DE81C3,"[""REC-4C1B20A6E3DE81C3""]",NEURON-Fabric: CXL-Side Low-Bit Gradient Aggregation for Distributed Training,D,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4C1B20A6E3DE81C3:title+abstract""]"
PF-96AF3A4A03B33D3C,WORK-EC7BEE73D212E888,WORK-EC7BEE73D212E888,True,REC-38831414C8CA227A,"[""REC-38831414C8CA227A""]",Face Recognition with Hybrid Efficient Convolution Algorithms on FPGAs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-38831414C8CA227A:title+abstract""]"
PF-96C283DFC2B346FE,WORK-EEBD41A0C917C476,WORK-EEBD41A0C917C476,True,REC-2861404557D1782A,"[""REC-2861404557D1782A""]",CAT: Customized Transformer Accelerator Framework on Versal ACAP,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-2861404557D1782A:title+abstract""]"
PF-98AB9E7537D94891,WORK-02E3CB04168BDD85,WORK-02E3CB04168BDD85,True,REC-52DB9C1A84C344D5,"[""REC-52DB9C1A84C344D5""]",Accelerating MRI Uncertainty Estimation with Mask-based Bayesian Neural Network,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-52DB9C1A84C344D5:title+abstract""]"
PF-99E0323A054EE2AD,WORK-CBBDA38C4BD4D8B3,WORK-CBBDA38C4BD4D8B3,True,REC-3ED97335A1D4DAF1,"[""REC-3ED97335A1D4DAF1""]",LUT-LLM: Efficient Large Language Model Inference with Memory-based Computations on FPGAs,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-3ED97335A1D4DAF1:title+abstract""]"
PF-9A1BD5D7BA70BD5E,WORK-F3C7C8C0328E3066,WORK-F3C7C8C0328E3066,True,REC-97877AF2A5AE0C14,"[""REC-97877AF2A5AE0C14""]",Recurrent Neural Networks Hardware Implementation on FPGA,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-97877AF2A5AE0C14:title+abstract""]"
PF-9A7246EA795C9689,WORK-79241B008FBAF547,WORK-79241B008FBAF547,True,REC-541008175C865D59,"[""REC-541008175C865D59""]",Interpolation of Non-Linear Functions for LLMs using Partial Reconfiguration in FPGAs,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-541008175C865D59:title+abstract""]"
PF-9A8E09621D717738,WORK-B71A12BC8DBBFD57,WORK-B71A12BC8DBBFD57,True,REC-4810175E48EBE449,"[""REC-4810175E48EBE449""]",Quasar-ViT: Hardware-Oriented Quantization-Aware Architecture Search for Vision Transformers,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4810175E48EBE449:title+abstract""]"
PF-9B0D502082E680B3,WORK-F9981FF5B94E8822,WORK-F9981FF5B94E8822,True,REC-65FB5420A0B12A25,"[""REC-65FB5420A0B12A25""]",COMET: Co-Optimization of a CNN Model using Efficient-Hardware OBC Techniques,D,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-65FB5420A0B12A25:title+abstract""]"
PF-9E009925558D6743,WORK-F21D14E4841D374F,WORK-F21D14E4841D374F,True,REC-DF772EB64BB5C76B,"[""REC-DF772EB64BB5C76B""]",C-LSTM: Enabling Efficient LSTM using Structured Compression Techniques on FPGAs,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-DF772EB64BB5C76B:title+abstract""]"
PF-9E0770D22D94A6D0,WORK-C12145DDB7423D65,WORK-C12145DDB7423D65,True,REC-D9405439DEC665EE,"[""REC-D9405439DEC665EE""]",Shedding the Bits: Pushing the Boundaries of Quantization with Minifloats on FPGAs,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D9405439DEC665EE:title+abstract""]"
PF-9E199FC1F49BBBA1,WORK-9F202AF24ADDE517,WORK-9F202AF24ADDE517,True,REC-461426DFCC1AA131,"[""REC-461426DFCC1AA131""]",HeatViT: Hardware-Efficient Adaptive Token Pruning for Vision Transformers,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-461426DFCC1AA131:title+abstract""]"
PF-9E95DBA8B0B61A57,WORK-4D0993E80DC312D2,WORK-4D0993E80DC312D2,True,REC-90FA67A1B637BEA1,"[""REC-90FA67A1B637BEA1""]",Intrinsically Stable Spiking Neural Networks: Overcoming the Performance Barrier in the Absence of Batch Normalization,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-90FA67A1B637BEA1:title+abstract""]"
PF-9EE53FF8A1D6E6D7,WORK-07267F46FB72A6F4,WORK-07267F46FB72A6F4,True,REC-8CA067D69DCD7740,"[""REC-8CA067D69DCD7740""]",The Feasibility of Implementing Large-Scale Transformers on Multi-FPGA Platforms,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-8CA067D69DCD7740:title+abstract""]"
PF-9F441D17081AAC47,WORK-4627BBCBFE1BA7BB,WORK-4627BBCBFE1BA7BB,True,REC-50F6BA42D72FB565,"[""REC-50F6BA42D72FB565""]","From a Lossless (~1.5:1) Compression Algorithm for Llama2 7B Weights to Variable Precision, Variable Range, Compressed Numeric Data Types for CNNs and LLMs",D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-50F6BA42D72FB565:title+abstract""]"
PF-A07AF269081B4FAF,WORK-B29B269F41E6E9D8,WORK-B29B269F41E6E9D8,True,REC-C011C30026F65B8A,"[""REC-C011C30026F65B8A""]",An FPGA-Based Reconfigurable Accelerator for Convolution-Transformer Hybrid EfficientViT,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-C011C30026F65B8A:title+abstract""]"
PF-A20FCC355E449770,WORK-16DC17039A44A993,WORK-16DC17039A44A993,True,REC-525F07C62996AA0D,"[""REC-525F07C62996AA0D""]",TrackCore-F: Deploying Transformer-Based Subatomic Particle Tracking on FPGAs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-525F07C62996AA0D:title+abstract; LLM-inference-on-FPGA-papers/papers/2509.26335v2.pdf pages 3-5 sections 3-4 search phrase Vitis HLS is used""]"
PF-A22AE909C2A6CB8A,WORK-3E70F9D5F5091C07,WORK-3E70F9D5F5091C07,True,REC-7EB569AC45BB6577,"[""REC-7EB569AC45BB6577""]",COBRA: Algorithm-Architecture Co-optimized Binary Transformer Accelerator for Edge Inference,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-7EB569AC45BB6577:title+abstract""]"
PF-A254A36430409187,WORK-FF56FF204D587668,WORK-FF56FF204D587668,True,REC-F95950AEA19221D0,"[""REC-F95950AEA19221D0""]",Ultra Fast Transformers on FPGAs for Particle Physics Experiments,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F95950AEA19221D0:title+abstract""]"
PF-A4BB429FCAA2A1F1,WORK-DC996BA70B1FDD4E,WORK-DC996BA70B1FDD4E,True,REC-D2CCA02341920D52,"[""REC-D2CCA02341920D52""]","TRINE: A Token-Aware, Runtime-Adaptive FPGA Inference Engine for Multimodal AI",B,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D2CCA02341920D52:title+abstract; LLM-inference-on-FPGA-papers/papers/2603.22867v1.pdf#section=4.1.Compiler_Infrastructure&search=Chisel-based_RTL_generator""]"
PF-A8B2EBDD2D782F00,WORK-6391DDFC7C781C3D,WORK-6391DDFC7C781C3D,True,REC-D4D0D4D6341705BB,"[""REC-D4D0D4D6341705BB""]",A Memory-Efficient Framework for Deformable Transformer with Neural Architecture Search,D,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D4D0D4D6341705BB:title+abstract""]"
PF-AB7D7464CBE25F06,WORK-E2723B3FAAA77953,WORK-E2723B3FAAA77953,True,REC-01007E919BA67615,"[""REC-01007E919BA67615""]",Monolithic 3D FPGAs Utilizing Back-End-of-Line Configuration Memories,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-01007E919BA67615:title+abstract""]"
PF-ABD4DA7DDDC04653,WORK-9A3F28DCB535C9EA,WORK-9A3F28DCB535C9EA,True,REC-AD576C077EF03A16,"[""REC-AD576C077EF03A16""]",A Runtime-Adaptive Transformer Neural Network Accelerator on FPGAs,B,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-AD576C077EF03A16:title+abstract""]"
PF-AC2B69ABBF9C7923,WORK-DB47ABDF312E1C33,WORK-DB47ABDF312E1C33,True,REC-F9910295847671D0,"[""REC-F9910295847671D0""]",Stream-HLS: Towards Automatic Dataflow Acceleration,C,MLIR_CIRCT,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F9910295847671D0:title+abstract""]"
PF-AC6409B7E4774077,WORK-9FE508DDDF3A9299,WORK-9FE508DDDF3A9299,True,REC-C2D16149A62BB51E,"[""REC-C2D16149A62BB51E""]",SPViT: Enabling Faster Vision Transformers via Soft Token Pruning,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-C2D16149A62BB51E:title+abstract""]"
PF-AD7A29975FC61BF8,WORK-C124167E5ADD090E,WORK-C124167E5ADD090E,True,REC-D65706651462F659,"[""REC-D65706651462F659""]","AutoAccel: Automated Accelerator Generation and Optimization with Composable, Parallel and Pipeline Architecture",C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D65706651462F659:title+abstract""]"
PF-ADA5DD9E17D22182,WORK-DCE09D929C018AE2,WORK-DCE09D929C018AE2,True,REC-1E3A0B27361246BF,"[""REC-1E3A0B27361246BF""]","Research on LLM Acceleration Using the High-Performance RISC-V Processor ""Xiangshan"" (Nanhu Version) Based on the Open-Source Matrix Instruction Set Extension (Vector Dot Product)",A,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-1E3A0B27361246BF:title+abstract; LLM-inference-on-FPGA-papers/papers/2409.00661v1.pdf pages 6-8 section 5.4.3 search phrase GPT-2 inference speed comparison""]"
PF-B079285BC7F19706,WORK-E994FA217D820FE4,WORK-E994FA217D820FE4,True,REC-462BCA4753C78ACE,"[""REC-462BCA4753C78ACE""]",Real-Time Semantic Segmentation on FPGA for Autonomous Vehicles Using LMIINet with the CGRA4ML Framework,C,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-462BCA4753C78ACE:title+abstract""]"
PF-B0F3AC4BCE1310B5,WORK-6D096A5C1BB8CE45,WORK-6D096A5C1BB8CE45,True,REC-9979CC5AB4BD1317,"[""REC-9979CC5AB4BD1317""]",FaRAccel: FPGA-Accelerated Defense Architecture for Efficient Bit-Flip Attack Resilience in Transformer Models,D,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-9979CC5AB4BD1317:title+abstract""]"
PF-B1181609C0AF254C,WORK-A34BBA66476F4AD5,WORK-A34BBA66476F4AD5,True,REC-3E83647529A0BF93,"[""REC-3E83647529A0BF93""]",SpeedLLM: An FPGA Co-design of Large Language Model Inference Accelerator,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-3E83647529A0BF93:title+abstract; LLM-inference-on-FPGA-papers/papers/2507.14139v1.pdf page 2 search phrase complete inference""]"
PF-B3E91ECE5D1E811D,WORK-BC85ABC7C414B1AD,WORK-BC85ABC7C414B1AD,True,REC-714959A473E278C1,"[""REC-714959A473E278C1""]",FBLAS: Streaming Linear Algebra on FPGA,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-714959A473E278C1:title+abstract""]"
PF-B4F6D0FE28AEAAC0,WORK-EEA9C79FA86878BA,WORK-EEA9C79FA86878BA,True,REC-BCFB3C4AFAE3811E,"[""REC-BCFB3C4AFAE3811E""]",INR-Arch: A Dataflow Architecture and Compiler for Arbitrary-Order Gradient Computations in Implicit Neural Representation Processing,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-BCFB3C4AFAE3811E:title+abstract""]"
PF-B4FC0CCE131001AD,WORK-C85316E68F58B914,WORK-C85316E68F58B914,True,REC-09A364F2082BC906,"[""REC-09A364F2082BC906""]",ICARUS: A Specialized Architecture for Neural Radiance Fields Rendering,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-09A364F2082BC906:title+abstract""]"
PF-B501AC6C1CDFC124,WORK-5ACEFF26E28898C8,WORK-5ACEFF26E28898C8,True,REC-B1E7232B88648FB9,"[""REC-B1E7232B88648FB9""]",Scaled Quantization for the Vision Transformer,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-B1E7232B88648FB9:title+abstract""]"
PF-B70EFDCE40C225CA,WORK-CC16B9A0F03A6260,WORK-CC16B9A0F03A6260,True,REC-EABB5667866DC451,"[""REC-EABB5667866DC451""]",StrikeWatch: Wrist-worn Gait Recognition with Compact Time-series Models on Low-power FPGAs,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-EABB5667866DC451:title+abstract""]"
PF-B7355D333453B56E,WORK-9BF05A93BDD17C66,WORK-9BF05A93BDD17C66,True,REC-41EB5F1536296C6C,"[""REC-41EB5F1536296C6C""]",A Quantitative Evaluation of Approximate Softmax Functions for Deep Neural Networks,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-41EB5F1536296C6C:title+abstract""]"
PF-B742321D4A74CCA9,WORK-705E62583203237A,WORK-705E62583203237A,True,REC-07755277A14E36BC,"[""REC-07755277A14E36BC""]",ATLAS: Automated HLS for DL-Optimized FPGAs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-07755277A14E36BC:title+abstract""]"
PF-BBFD7FC8E3510445,WORK-E2DE341FFF77BC47,WORK-E2DE341FFF77BC47,True,REC-DACDD99CB85CF6D1,"[""REC-DACDD99CB85CF6D1""]",DFX: A Low-latency Multi-FPGA Appliance for Accelerating Transformer-based Text Generation,A,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-DACDD99CB85CF6D1:title+abstract""]"
PF-BD9A5A1FD0DF150C,WORK-016028D1606E48F4,WORK-016028D1606E48F4,True,REC-532363BE02AE8521,"[""REC-532363BE02AE8521""]","Accurate, Low-latency, Efficient SAR Automatic Target Recognition on FPGA",D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-532363BE02AE8521:title+abstract""]"
PF-C0BE20156E2CF6E3,WORK-DEBFBC79713631D6,WORK-DEBFBC79713631D6,True,REC-40DE72B605CF02EB,"[""REC-40DE72B605CF02EB""]",PIVOT- Input-aware Path Selection for Energy-efficient ViT Inference,D,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-40DE72B605CF02EB:title+abstract""]"
PF-C10F0D552C1832D7,WORK-FA38C0965552AE57,WORK-FA38C0965552AE57,True,REC-69F340FD9A5D9F2E,"[""REC-69F340FD9A5D9F2E""]",From Block to Byte: Transforming PCIe SSDs with CXL Memory Protocol and Instruction Annotation,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-69F340FD9A5D9F2E:title+abstract;LLM-inference-on-FPGA-papers/papers/2506.15613v1.pdf#text-search=\""prototype a CXL-SSD\""""]"
PF-C2188B5EF9D5458C,WORK-20095DCFBB515DC4,WORK-20095DCFBB515DC4,True,REC-F03EEDBB96B92664,"[""REC-F03EEDBB96B92664""]",Torch2Chip: An End-to-end Customizable Deep Neural Network Compression and Deployment Toolkit for Prototype Hardware Accelerator Design,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F03EEDBB96B92664:title+abstract""]"
PF-C220F84F4FF7E11F,WORK-33FCAA9884545EDC,WORK-33FCAA9884545EDC,True,REC-2591DFCD2FE56740,"[""REC-2591DFCD2FE56740""]",FTRANS: Energy-Efficient Acceleration of Transformers using FPGA,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-2591DFCD2FE56740:title+abstract""]"
PF-C239379CBEEED950,WORK-D62F8876E46F4353,WORK-D62F8876E46F4353,True,REC-0FD00811878FA3A4,"[""REC-0FD00811878FA3A4""]",A Many-Core Overlay for High-Performance Embedded Computing on FPGAs,D,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-0FD00811878FA3A4:title+abstract""]"
PF-C2F4667790A3027B,WORK-1188F93214A494F8,WORK-1188F93214A494F8,True,REC-A47AFFCD278380DB,"[""REC-A47AFFCD278380DB""]",Stateful Dataflow Multigraphs: A Data-Centric Model for Performance Portability on Heterogeneous Architectures,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A47AFFCD278380DB:title+abstract""]"
PF-C30C1D09A0BFCB16,WORK-7B9EAF883E2299D5,WORK-7B9EAF883E2299D5,True,REC-432F7854F5018CF5,"[""REC-432F7854F5018CF5""]",Tiny-VBF: Resource-Efficient Vision Transformer based Lightweight Beamformer for Ultrasound Single-Angle Plane Wave Imaging,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-432F7854F5018CF5:title+abstract""]"
PF-C879832C9EFA726A,WORK-2D44FCCE8D9826E3,WORK-2D44FCCE8D9826E3,True,REC-66B094C6BAA51FA7,"[""REC-66B094C6BAA51FA7""]",Edge-MoE: Memory-Efficient Multi-Task Vision Transformer Architecture with Task-level Sparsity via Mixture-of-Experts,B,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-66B094C6BAA51FA7:title+abstract""]"
PF-CAA8FD9CB8D76AF5,WORK-617566A76A0E7098,WORK-617566A76A0E7098,True,REC-D80BA185FF6CE5BD,"[""REC-D80BA185FF6CE5BD""]",LlamaF: An Efficient Llama2 Architecture Accelerator on Embedded FPGAs,A,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D80BA185FF6CE5BD:title+abstract; LLM-inference-on-FPGA-papers/papers/2409.11424v1.pdf page 6 section IV-C Performance Analysis search phrase tokens generated per second""]"
PF-CBD29E505F24BAF9,WORK-6262CB4B01D3C8B6,WORK-6262CB4B01D3C8B6,True,REC-F3DEAE2A615F1BEE,"[""REC-F3DEAE2A615F1BEE""]",PowerGear: Early-Stage Power Estimation in FPGA HLS via Heterogeneous Edge-Centric GNNs,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F3DEAE2A615F1BEE:title+abstract""]"
PF-CC7DE8DEEC2E5744,WORK-4930858FF8B14F40,WORK-4930858FF8B14F40,True,REC-F05D5A696ACC9648,"[""REC-F05D5A696ACC9648""]",Adaptable Butterfly Accelerator for Attention-based NNs via Hardware and Algorithm Co-design,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F05D5A696ACC9648:title+abstract""]"
PF-CCABB4CF0B4AA308,WORK-7DC64A388C42E261,WORK-7DC64A388C42E261,True,REC-965CCFFDE7F04B1C,"[""REC-965CCFFDE7F04B1C""]",Simopt-Power: Leveraging Simulation Metadata for Low-Power Design Synthesis,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-965CCFFDE7F04B1C:title+abstract;LLM-inference-on-FPGA-papers/papers/2510.21745v1.pdf#text-search=\""RTLLM benchmark\""""]"
PF-CD8EA09A1F567830,WORK-674CDDB57508D5CE,WORK-674CDDB57508D5CE,True,REC-0E5CD4ABE22322D8,"[""REC-0E5CD4ABE22322D8""]",Tactics to Directly Map CNN graphs on Embedded FPGAs,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-0E5CD4ABE22322D8:title+abstract""]"
PF-D06DF8A60E94E9EE,WORK-925B1E9E93E8CEA5,WORK-925B1E9E93E8CEA5,True,REC-8C100552CB5EC8D8,"[""REC-8C100552CB5EC8D8""]",BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-8C100552CB5EC8D8:title+abstract""]"
PF-D0FF974FBB6B0F47,WORK-A55C651F3AD0F7D8,WORK-A55C651F3AD0F7D8,True,REC-053F8CE5FE90B1D2,"[""REC-053F8CE5FE90B1D2""]",RapidStream IR: Infrastructure for FPGA High-Level Physical Synthesis,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-053F8CE5FE90B1D2:title+abstract""]"
PF-D1A979BF3CCF83B3,WORK-B25288B0C34E5D63,WORK-B25288B0C34E5D63,True,REC-DD28132BF04122F9,"[""REC-DD28132BF04122F9""]",SeedLM: Compressing LLM Weights into Seeds of Pseudo-Random Generators,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-DD28132BF04122F9:title+abstract""]"
PF-D1C3DB4E6A98758A,WORK-A2765C794787B27C,WORK-A2765C794787B27C,True,REC-7D9A3E658DD7EEE6,"[""REC-7D9A3E658DD7EEE6""]",Model-based Hardware Design for FPGAs using Folding Transformations based on Subcircuits,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-7D9A3E658DD7EEE6:title+abstract;LLM-inference-on-FPGA-papers/papers/1508.06811v1.pdf#text-search=\""VHDL code was synthesized\""""]"
PF-D21B3152552E16CE,WORK-5333E781778558B3,WORK-5333E781778558B3,True,REC-2524EF73E57121D9,"[""REC-2524EF73E57121D9""]",Automated Energy-Aware Time-Series Model Deployment on Embedded FPGAs for Resilient Combined Sewer Overflow Management,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-2524EF73E57121D9:title+abstract; LLM-inference-on-FPGA-papers/papers/2508.13905v2.pdf#section=Hardware-aware_deployment&search=modular_VHDL_code_generation""]"
PF-D4AE309DCEF78D4D,WORK-B4E6AFDC8B14744B,WORK-B4E6AFDC8B14744B,True,REC-D73CD39BFAF22510,"[""REC-D73CD39BFAF22510""]",FAST-Prefill: FPGA Accelerated Sparse Attention for Long Context LLM Prefill,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-D73CD39BFAF22510:title+abstract""]"
PF-D6AA275B78AFD50B,WORK-81D018F95FDAAD3B,WORK-81D018F95FDAAD3B,True,REC-4D7BFF9A0A171A01,"[""REC-4D7BFF9A0A171A01""]",FAMOUS: Flexible Accelerator for the Attention Mechanism of Transformer on UltraScale+ FPGAs,B,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4D7BFF9A0A171A01:title+abstract""]"
PF-DA130C9A8682ACE6,WORK-ABA659CF3411B26B,WORK-ABA659CF3411B26B,True,REC-A9B512BD33750559,"[""REC-A9B512BD33750559""]",LoopLynx: A Scalable Dataflow Architecture for Efficient LLM Inference,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A9B512BD33750559:title+abstract; LLM-inference-on-FPGA-papers/papers/2504.09561v1.pdf pages 2 and 5-6 sections III and V search phrase end-to-end inference through L transformer blocks""]"
PF-DABAA1BFD786552B,WORK-9BA57A8E909BF25D,WORK-9BA57A8E909BF25D,True,REC-2514284B7C63EDA7,"[""REC-2514284B7C63EDA7""]",Low-Latency FPGA Control System for Real-Time Neural Network Processing in CCD-Based Trapped-Ion Qubit Measurement,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-2514284B7C63EDA7:title+abstract""]"
PF-DB3044CD3F2A4297,WORK-30E9FBE10B8E6877,WORK-30E9FBE10B8E6877,True,REC-8539603CEC57E49F,"[""REC-8539603CEC57E49F""]",ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-8539603CEC57E49F:title+abstract""]"
PF-DC2ED575AA87285F,WORK-DA4C6FC4C827F66E,WORK-DA4C6FC4C827F66E,True,REC-3DC05E88182B3C4E,"[""REC-3DC05E88182B3C4E""]",FPGA-Based Low-Power Speech Recognition with Recurrent Neural Networks,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-3DC05E88182B3C4E:title+abstract""]"
