record_index,record_id,work_id,title,auto_level,screen_priority_score,final_level,exclusion_code,reviewer,review_basis,evidence_location,decision_notes,preferred_record_id,is_preferred_manifestation,dedup_rule,preferred_manifestation_rationale
162,REC-5FD6C290B90048C6,WORK-221D4F0B94090672,Programming nonreciprocity and harmonic beam steering via a digitally space-time-coded metamaterial antenna,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5FD6C290B90048C6:title+abstract,"The abstract centers on an unrelated workload (Recent advancement in digital coding metasurfaces incorporating spatial and temporal modulation has enabled simultaneous control of electromagnetic (EM) waves in…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-5FD6C290B90048C6,True,unique,peer-reviewed manifestation; latest version breaks ties
165,REC-A3BF29C8BC422359,WORK-32CADE73B70D3B1D,FPGA-Patch: Mitigating Remote Side-Channel Attacks on FPGAs using Dynamic Patch Generation,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A3BF29C8BC422359:title+abstract,"The abstract centers on an unrelated workload (We propose FPGA-Patch, the first-of-its-kind defense that leverages automated program repair concepts to thwart power side-channel attacks on cloud FPGAs) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-A3BF29C8BC422359,True,unique,latest non-withdrawn preprint
166,REC-B1B744172924155F,WORK-1CAEED2E683E919F,The Polynomial Connection between Morphological Dilation and Discrete Convolution,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B1B744172924155F:title+abstract,"The abstract centers on an unrelated workload (In this paper we consider the fundamental operations dilation and erosion of mathematical morphology) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-B1B744172924155F,True,unique,latest non-withdrawn preprint
167,REC-030A349885C6007C,WORK-1AD5564F25ACF064,Hardware Acceleration of Explainable Artificial Intelligence,X,5,X,X_ASIC_GPU_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-030A349885C6007C:title+abstract,The implemented contribution is confined to a non-FPGA platform or fixed ASIC concept (Machine learning (ML) is successful in achieving human-level artificial intelligence in various fields) without a reusable FPGA route.,REC-030A349885C6007C,True,unique,latest non-withdrawn preprint
168,REC-5F8D8FEE55A44AE2,WORK-F0F6763FD5695323,The Tiny Triplet Finder as a Versatile Track Segment Seeding Engine for Trigger Systems,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5F8D8FEE55A44AE2:title+abstract,"The abstract centers on an unrelated workload (In high energy physics experiment trigger systems, track segment seeding is a resource consuming function and the primary reason is…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-5F8D8FEE55A44AE2,True,unique,latest non-withdrawn preprint
169,REC-1E7441F9766064EE,WORK-3E03DA9352167DD4,ProgSG: Cross-Modality Representation Learning for Programs in Electronic Design Automation,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1E7441F9766064EE:title+abstract,The abstract uses a language model to predict HLS design quality from source code and compiler graphs rather than implementing language-model inference.,REC-1E7441F9766064EE,True,unique,latest non-withdrawn preprint
171,REC-EB622A25C915E5D5,WORK-1077CC27B9DBB0E7,An Overview of FPGA-inspired Obfuscation Techniques,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EB622A25C915E5D5:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""An Overview of FPGA-inspired Obfuscation Techniques""), not primary implementation evidence.",REC-EB622A25C915E5D5,True,unique,latest non-withdrawn preprint
176,REC-5B72DD0EC4232AAC,WORK-F7174A46A928C00B,The Power of Large Language Models for Wireless Communication System Development: A Case Study on FPGA Platforms,B,4,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5B72DD0EC4232AAC:title+abstract,The paper uses an LLM to refactor and generate Verilog for a wireless FFT module rather than implementing LLM inference on FPGA.,REC-5B72DD0EC4232AAC,True,unique,latest non-withdrawn preprint
177,REC-1C3DF74FE00A7869,WORK-623D701A22B5E4FE,Novel Area-Efficient and Flexible Architectures for Optimal Ate Pairing on FPGA,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1C3DF74FE00A7869:title+abstract,The FPGA architectures accelerate optimal Ate pairing for cryptography and expose no transformer-relevant compiler or operator contribution.,REC-1C3DF74FE00A7869,True,unique,peer-reviewed manifestation; latest version breaks ties
184,REC-366753D8F671C3E6,WORK-2A491AA890291851,KyberMat: Efficient Accelerator for Matrix-Vector Polynomial Multiplication in CRYSTALS-Kyber Scheme via NTT and Polyphase Decomposition,D,3,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-366753D8F671C3E6:title+abstract,KyberMat is an NTT-based polynomial-multiplication accelerator specialized for post-quantum cryptography rather than transformer matrix arithmetic.,REC-366753D8F671C3E6,True,unique,peer-reviewed manifestation; latest version breaks ties
186,REC-951785FA7828CC56,WORK-5727C5705326A8F4,KiD: A Hardware Design Framework Targeting Unified NTT Multiplication for CRYSTALS-Kyber and CRYSTALS-Dilithium on FPGA,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-951785FA7828CC56:title+abstract,KiD implements unified NTT multiplication for Kyber and Dilithium and provides no LM-relevant hardware or compilation path.,REC-951785FA7828CC56,True,unique,latest non-withdrawn preprint
190,REC-03DB065D26928ABC,WORK-07EED84E7B19B4D8,Wideband Sample Rate Converter Using Cascaded Parallel-serial Structure for Synthetic Instrumentation,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-03DB065D26928ABC:title+abstract,"The abstract centers on an unrelated workload (A sample rate converter(SRC) is designed to adjust the sampling rate of digital signals flexibly for different application requirements in…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-03DB065D26928ABC,True,unique,latest non-withdrawn preprint
192,REC-AA2294917DBE09FA,WORK-6BF0820D9150F9CA,CXL and the Return of Scale-Up Database Engines,X,5,X,X_NOT_FPGA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AA2294917DBE09FA:title+abstract,"The title/abstract do not report material FPGA execution of the claimed model contribution (The trend toward specialized processing devices such as TPUs, DPUs, GPUs, and FPGAs has exposed the weaknesses of PCIe in…).",REC-AA2294917DBE09FA,True,unique,peer-reviewed manifestation; latest version breaks ties
196,REC-5D437477A3B3F0CC,WORK-EE39B4EBD76D99F0,A Survey on Hardware Accelerators for Large Language Models,B,9,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5D437477A3B3F0CC:title+abstract,The title and abstract explicitly identify a comprehensive survey of hardware accelerators for large language models.,REC-5D437477A3B3F0CC,True,unique,peer-reviewed manifestation; latest version breaks ties
197,REC-AAF5141FDB3D1BC0,WORK-343E52C3DEBB2F14,"Using LLM such as ChatGPT for Designing and Implementing a RISC Processor: Execution,Challenges and Limitations",B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AAF5141FDB3D1BC0:title+abstract,The abstract uses an LLM to generate RISC hardware code that is then implemented on an FPGA.,REC-AAF5141FDB3D1BC0,True,unique,latest non-withdrawn preprint
203,REC-E1548173957F8389,WORK-D199528F945B1582,An FPGA-Based Accelerator Enabling Efficient Support for CNNs with Arbitrary Kernel Sizes,B,8,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E1548173957F8389:title+abstract,The abstract accelerates arbitrary-kernel CNNs and provides no reusable transformer operator or model-generation path.,REC-E1548173957F8389,True,unique,latest non-withdrawn preprint
204,REC-89DB69AA1112A17A,WORK-DB4EB90004DA1A28,Efficient Algorithm Level Error Detection for Number-Theoretic Transform used for Kyber Assessed on FPGAs and ARM,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-89DB69AA1112A17A:title+abstract,The reported FPGA error-detection scheme is specific to Kyber NTT multiplication and has no transformer-relevant verification target.,REC-89DB69AA1112A17A,True,unique,latest non-withdrawn preprint
209,REC-EC01639CBEC45A37,WORK-76F4A5C5EB66904E,LLM-aided explanations of EDA synthesis errors,B,6,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EC01639CBEC45A37:title+abstract,The abstract uses LLMs to explain Quartus and Vivado synthesis errors for hardware-design learners.,REC-EC01639CBEC45A37,True,unique,peer-reviewed manifestation; latest version breaks ties
214,REC-EE5E845B0F2772CA,WORK-340988B7272F355C,Natural Language to Verilog: Design of a Recurrent Spiking Neural Network using Large Language Models and ChatGPT,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EE5E845B0F2772CA:title+abstract,The abstract prompts ChatGPT to generate RTL and testbenches for a spiking neural network that is validated on FPGA.,REC-EE5E845B0F2772CA,True,unique,peer-reviewed manifestation; latest version breaks ties
216,REC-CB909EA926A5AC72,WORK-EEBD5BB2B5030D8A,NTTSuite: Number Theoretic Transform Benchmarks for Accelerating Encrypted Computation,C,4,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CB909EA926A5AC72:title+abstract,NTTSuite benchmarks cryptographic number-theoretic transforms in Catapult HLS and offers no transformer-relevant compiler contribution.,REC-CB909EA926A5AC72,True,unique,latest non-withdrawn preprint
217,REC-DC3D7EFD2F28A99F,WORK-A823F85577A14D7F,Spiketrum: An FPGA-based Implementation of a Neuromorphic Cochlea,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DC3D7EFD2F28A99F:title+abstract,"The abstract centers on an unrelated workload (This paper presents a novel FPGA-based neuromorphic cochlea, leveraging the general-purpose spike-coding algorithm, Spiketrum) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-DC3D7EFD2F28A99F,True,unique,peer-reviewed manifestation; latest version breaks ties
223,REC-CB40F46E4458382D,WORK-B3F56AF3B0A65385,Managing Classical Processing Requirements for Quantum Error Correction,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CB40F46E4458382D:title+abstract,"The abstract centers on an unrelated workload (Large-scale quantum computers promise transformative speedups, but their viability hinges on fast and reliable quantum error correction (QEC)) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-CB40F46E4458382D,True,unique,peer-reviewed manifestation; latest version breaks ties
224,REC-0A53F8CDE071DFAB,WORK-16239B4D93E0EEE1,Parallel Computing Architectures for Robotic Applications: A Comprehensive Review,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0A53F8CDE071DFAB:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Parallel Computing Architectures for Robotic Applications: A Comprehensive Review""), not primary implementation evidence.",REC-0A53F8CDE071DFAB,True,unique,latest non-withdrawn preprint
225,REC-CE605F5FE8275050,WORK-9E47F2761A534CB2,FFT and Linear Convolution Implementation with Bit Slicing Multiplier: A Novel Approach,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CE605F5FE8275050:title+abstract,"The abstract centers on an unrelated workload (This paper presents a comprehensive exploration of Fast Fourier Transform (FFT) and linear convolution implementations, integrating both conventional methods and…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-CE605F5FE8275050,True,unique,latest non-withdrawn preprint
226,REC-2E8C2D5C8564F14C,WORK-28A5F262F9D93710,SFC: Achieve Accurate Fast Convolution under Low-precision Arithmetic,D,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2E8C2D5C8564F14C:title+abstract,The abstract accelerates only low-precision convolution using a Fourier transform and reports no transformer-relevant route.,REC-2E8C2D5C8564F14C,True,unique,latest non-withdrawn preprint
232,REC-09DEF0F386F31DC0,WORK-0CC1892518243ABD,Flexible and Cost-Effective Spherical to Cartesian Coordinate Conversion Using 3-D CORDIC Algorithm on FPGA,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-09DEF0F386F31DC0:title+abstract,"The abstract centers on an unrelated workload (In computer science, transforming spherical coordinates into Cartesian coordinates is an important mathematical operation) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-09DEF0F386F31DC0,True,unique,peer-reviewed manifestation; latest version breaks ties
235,REC-770179015FF9EE68,WORK-D4B3A489C62524CA,HLSPilot: LLM-based High-Level Synthesis,B,7,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-770179015FF9EE68:title+abstract,HLSPilot uses LLMs to translate C/C++ into optimized HLS accelerator designs rather than running an LLM on FPGA.,REC-770179015FF9EE68,True,unique,latest non-withdrawn preprint
236,REC-CCE11013FD53FD03,WORK-BC2DDDB47284E509,On-device AI: Quantization-aware Training of Transformers in Time-Series,B,7,X,X_NO_EVIDENCE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CCE11013FD53FD03:title+abstract,The abstract states only that quantized time-series Transformers will be deployed on FPGA and reports no completed hardware or measurements.,REC-CCE11013FD53FD03,True,unique,peer-reviewed manifestation; latest version breaks ties
238,REC-78DA1BBA4525C9E1,WORK-34E0764C9E4AD293,Hardware Acceleration of LLMs: A comprehensive survey and comparison,B,12,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-78DA1BBA4525C9E1:title+abstract,The title and abstract identify a comprehensive survey and comparison while its partial FPGA tests serve only result extrapolation.,REC-78DA1BBA4525C9E1,True,unique,latest non-withdrawn preprint
244,REC-3219982CADC13B0C,WORK-6C6395218D8B95A4,Efficient Tabular Data Preprocessing of ML Pipelines,X,2,X,X_TRAINING_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3219982CADC13B0C:title+abstract,"The abstract centers on training or training-data preparation (Data preprocessing pipelines, which includes data decoding, cleaning, and transforming, are a crucial component of Machine Learning (ML) training) and supplies no transferable FPGA inference implementation.",REC-3219982CADC13B0C,True,unique,latest non-withdrawn preprint
246,REC-9C66DFA2ACB829E8,WORK-9FF656BD3283AD20,Large Language Model Inference Acceleration: A Comprehensive Hardware Perspective,A,14,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9C66DFA2ACB829E8:title+abstract,"The abstract explicitly describes a comprehensive survey of generative-LLM inference optimization across CPU, GPU, FPGA, ASIC, and PIM platforms.",REC-9C66DFA2ACB829E8,True,unique,latest non-withdrawn preprint
247,REC-90F9BA0E8090E56C,WORK-80E2F738232FBD17,HF-NTT: Hazard-Free Dataflow Accelerator for Number Theoretic Transform,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-90F9BA0E8090E56C:title+abstract,"The abstract centers on an unrelated workload (Polynomial multiplication is one of the fundamental operations in many applications, such as fully homomorphic encryption (FHE)) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-90F9BA0E8090E56C,True,unique,latest non-withdrawn preprint
248,REC-EF524C7130F26BAD,WORK-4B5392ACD395831A,Deep Learning and Machine Learning with GPGPU and CUDA: Unlocking the Power of Parallel Computing,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EF524C7130F26BAD:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Deep Learning and Machine Learning with GPGPU and CUDA: Unlocking the Power of Parallel Computing""), not primary implementation evidence.",REC-EF524C7130F26BAD,True,unique,latest non-withdrawn preprint
249,REC-62D71FDC9956799A,WORK-9311EA0539A12637,Fast Data-independent KLT Approximations Based on Integer Functions,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-62D71FDC9956799A:title+abstract,"The abstract centers on an unrelated workload (The Karhunen-Loève transform (KLT) stands as a well-established discrete transform, demonstrating optimal characteristics in data decorrelation and dimensionality reduction) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-62D71FDC9956799A,True,unique,peer-reviewed manifestation; latest version breaks ties
253,REC-C048DE10B21EE1B8,WORK-14283B78961A8BD0,Developing a Self-Explanatory Transformer,B,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-C048DE10B21EE1B8:title+abstract; LLM-inference-on-FPGA-papers/papers/2410.23083v1.pdf pages 2-3 sections 2-4 search phrase finite state transducer,The abstract calls the design a mapping transformer while full text shows it is a finite-state string transducer rather than a neural Transformer.,REC-C048DE10B21EE1B8,True,unique,latest non-withdrawn preprint
260,REC-D7B209C7FF8D65B2,WORK-150F543E36D36727,High-Accuracy Schottky Diagnostics for Low-SNR Betatron Tune Measurement in Ramping Synchrotrons,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D7B209C7FF8D65B2:title+abstract,"The abstract centers on an unrelated workload (This study introduces a novel real-time betatron tune measurement algorithm, utilizing Schottky signals and an FPGA-based backend architecture, specifically designed…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-D7B209C7FF8D65B2,True,unique,latest non-withdrawn preprint
261,REC-170585CD873D413E,WORK-5EB0A88480FEE487,Adaptive Hybrid FFT: A Novel Pipeline and Memory-Based Architecture for Radix-$2^k$ FFT in Large Size Processing,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-170585CD873D413E:title+abstract,"The abstract centers on an unrelated workload (In the field of digital signal processing, the fast Fourier transform (FFT) is a fundamental algorithm, with its processors being…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-170585CD873D413E,True,unique,latest non-withdrawn preprint
262,REC-8D6ACCD4E099C008,WORK-FB787E5DAF7E9A79,TreeLUT: An Efficient Alternative to Deep Neural Networks for Inference Acceleration Using Gradient Boosted Decision Trees,D,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8D6ACCD4E099C008:title+abstract,The abstract generates FPGA hardware only for gradient-boosted decision trees and provides no transformer-relevant operator or lowering path.,REC-8D6ACCD4E099C008,True,unique,peer-reviewed manifestation; latest version breaks ties
268,REC-1ABE8CB7844BC247,WORK-2D5833E4E8C5815D,A Fully Pipelined FIFO Based Polynomial Multiplication Hardware Architecture Based On Number Theoretic Transform,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1ABE8CB7844BC247:title+abstract,"The abstract centers on an unrelated workload (This paper presents digital hardware for computing polynomial multiplication using Number Theoretic Transform (NTT), specifically designed for implementation on Field…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-1ABE8CB7844BC247,True,unique,latest non-withdrawn preprint
269,REC-F511D5DFCA074FB4,WORK-64BECC3FEF9D1B24,"Broadband, Dead-Time-Free Spectrometer Using RFSoC for WISP Dark Matter Searches",X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F511D5DFCA074FB4:title+abstract,"The abstract centers on an unrelated workload (Ultra-light dark matter candidates, such as axions and dark photons, particularly within the mass range of $μ$eV to meV, have…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-F511D5DFCA074FB4,True,unique,latest non-withdrawn preprint
270,REC-5B2530528709F6B9,WORK-851A188056BBF585,Accelerating Recommender Model ETL with a Streaming FPGA-GPU Dataflow,X,4,X,X_TRAINING_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5B2530528709F6B9:title+abstract,The abstract centers on training or training-data preparation (The real-time performance of recommender models depends on the continuous integration of massive volumes of new user interaction data into…) and supplies no transferable FPGA inference implementation.,REC-5B2530528709F6B9,True,unique,latest non-withdrawn preprint
271,REC-7CB959417EB26834,WORK-4FE0B6DCA859E174,LLM-Assisted Knowledge Graph Completion for Curriculum and Domain Modelling in Personalized Higher Education Recommendations,B,4,X,X_NOT_FPGA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-7CB959417EB26834:title+abstract,"The LLM completes an education knowledge graph whose subject matter includes FPGA courses, but the work has no FPGA hardware contribution.",REC-7CB959417EB26834,True,unique,latest non-withdrawn preprint
276,REC-E1978C76FDD941FD,WORK-C6067E0D99737E90,FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E1978C76FDD941FD:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook""), not primary implementation evidence.",REC-E1978C76FDD941FD,True,unique,latest non-withdrawn preprint
279,REC-7DA72502BFE51076,WORK-4D8DFA0A5AEB0E27,Enhancing Olfactory Perception Through Large Language Models: Integrating Sensory Data for Advanced Odor Recognition,B,9,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-7DA72502BFE51076:title+abstract,The abstract describes FPGA-accelerated olfactory circuits and never identifies an LLM inference role despite the title.,REC-7DA72502BFE51076,True,unique,latest non-withdrawn preprint
281,REC-BCA6BA5940337BB3,WORK-A5AD48CEA945F948,Millimeter-Wave Communication Testbed Using Digital Coding Dynamic Metasurface Antenna: Practical Design and Implementation,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BCA6BA5940337BB3:title+abstract,"The abstract centers on an unrelated workload (Dynamic Metasurface Antennas (DMAs) are transforming reconfigurable antenna technology by enabling energy-efficient, cost-effective beamforming through programmable meta-elements, eliminating the need…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-BCA6BA5940337BB3,True,unique,latest non-withdrawn preprint
283,REC-13722C8F89C40F15,WORK-E00CB83B7759876D,A Hybrid Neural Architecture: Online Attosecond X-ray Characterization,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-13722C8F89C40F15:title+abstract,"The abstract centers on an unrelated workload (The emergence of high-repetition-rate x-ray free-electron lasers, such as SLAC's LCLS-II, serve as our canonical example for autonomous controls that…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-13722C8F89C40F15,True,unique,peer-reviewed manifestation; latest version breaks ties
285,REC-688C296AB31CFA2F,WORK-1D29B54F5B295494,A Review of Memory Wall for Neuromorphic Computing,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-688C296AB31CFA2F:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""A Review of Memory Wall for Neuromorphic Computing""), not primary implementation evidence.",REC-688C296AB31CFA2F,True,unique,latest non-withdrawn preprint
287,REC-D97610736AA58551,WORK-2F3189F97665F2A4,Vision Transformers on the Edge: A Comprehensive Survey of Model Compression and Acceleration Strategies,B,8,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D97610736AA58551:title+abstract,The title and abstract explicitly identify a comprehensive survey of vision-Transformer compression and acceleration.,REC-D97610736AA58551,True,unique,peer-reviewed manifestation; latest version breaks ties
289,REC-29CEB82FFB7D60B1,WORK-9EDD0480557C4F6D,ResBench: Benchmarking LLM-Generated FPGA Designs with Resource Awareness,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-29CEB82FFB7D60B1:title+abstract,The abstract benchmarks LLM-generated Verilog designs for FPGA correctness and resource use.,REC-29CEB82FFB7D60B1,True,unique,latest non-withdrawn preprint
295,REC-971FEFE09F7F6727,WORK-61DC4DE62095456B,FPGA-Optimized Hardware Accelerator for Fast Fourier Transform and Singular Value Decomposition in AI,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-971FEFE09F7F6727:title+abstract;LLM-inference-on-FPGA-papers/papers/2504.10411v1.pdf#text-search=""image data""","The abstract centers on an unrelated workload (This research introduces an FPGA-based hardware accelerator to optimize the Singular Value Decomposition (SVD) and Fast Fourier transform (FFT) operations…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-971FEFE09F7F6727,True,unique,latest non-withdrawn preprint
296,REC-C3B39CB94F1B4C76,WORK-90955D75450E115F,A Unified Hardware Accelerator for Fast Fourier Transform and Number Theoretic Transform,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C3B39CB94F1B4C76:title+abstract,"The unified FFT/NTT core is evaluated only for DSP and post-quantum cryptography; the paper supplies no transformer/LM-relevant operator, compiler, or architecture evidence.",REC-C3B39CB94F1B4C76,True,unique,peer-reviewed manifestation; latest version breaks ties
297,REC-4A2A4509290BC306,WORK-433F583F5D6169F5,HLSTester: Efficient Testing of Behavioral Discrepancies with LLMs for High-Level Synthesis,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4A2A4509290BC306:title+abstract,The abstract uses LLMs to generate tests for behavioral discrepancies between C programs and HLS circuits.,REC-4A2A4509290BC306,True,unique,latest non-withdrawn preprint
302,REC-58388E3A8C4C4CC3,WORK-DB818A275A846AAF,ApproXAI: Energy-Efficient Hardware Acceleration of Explainable AI using Approximate Computing,X,5,X,X_ASIC_GPU_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-58388E3A8C4C4CC3:title+abstract,The implemented contribution is confined to a non-FPGA platform or fixed ASIC concept (Explainable artificial intelligence (XAI) enhances AI system transparency by framing interpretability as an optimization problem) without a reusable FPGA route.,REC-58388E3A8C4C4CC3,True,unique,peer-reviewed manifestation; latest version breaks ties
303,REC-0084AA0272388588,WORK-41CDD344CD15800B,LIFT: LLM-Based Pragma Insertion for HLS via GNN Supervised Fine-Tuning,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0084AA0272388588:title+abstract,The abstract fine-tunes an LLM assistant to insert performance pragmas into C or C++ HLS designs.,REC-0084AA0272388588,True,unique,latest non-withdrawn preprint
305,REC-8C8DCF083E462893,WORK-7AABDC9D131906D0,Compact and Efficient Neural Networks for Image Recognition Based on Learned 2D Separable Transform,X,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8C8DCF083E462893:title+abstract,"The abstract centers on an unrelated workload (The paper presents a learned two-dimensional separable transform (LST) that can be considered as a new type of computational layer…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-8C8DCF083E462893,True,unique,peer-reviewed manifestation; latest version breaks ties
