arxiv_id,base_arxiv_id,title,realistically_reusable,top_route_candidates,llm_relevance_hits,llm_relevance_score,mlir_circt_level,hls_level,overlay_level,param_rtl_level,dataflow_level,cpu_fpga_fallback_level,pdf_status,pdf_path,pdf_pages
2503.08823v2,2503.08823,ResBench: Benchmarking LLM-Generated FPGA Designs with Resource Awareness,high,param_rtl:high;hls:medium;cpu_fpga_fallback:medium, llm;large language model;transformer;attention;gpt,0.45,none,medium,none,high,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2503.08823v2.pdf,10
2503.11663v1,2503.11663,MEADOW: Memory-efficient Dataflow and Data Packing for Low Power Edge LLMs,high,cpu_fpga_fallback:high;dataflow:medium;overlay:low, llm;large language model;transformer;attention;token;prefill;decode;inference,0.73,none,none,low,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2503.11663v1.pdf,12
2503.11685v1,2503.11685,CORDIC Is All You Need,high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:medium, llm;transformer;attention;gpt;decode;inference,0.55,medium,low,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2503.11685v1.pdf,29
2503.16731v3,2503.16731,Design and Implementation of an FPGA-Based Hardware Accelerator for Transformer,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;transformer;attention;inference,0.45,none,high,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2503.16731v3.pdf,7
2504.01806v2,2504.01806,Quattro: Transformer-Accelerated Iterative Linear Quadratic Regulator Framework for Fast Trajectory Optimization,high,cpu_fpga_fallback:high;param_rtl:medium;hls:medium, llm;transformer;attention;decode;inference,0.45,low,medium,none,medium,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2504.01806v2.pdf,8
2504.09561v1,2504.09561,LoopLynx: A Scalable Dataflow Architecture for Efficient LLM Inference,high,dataflow:high;cpu_fpga_fallback:high;overlay:medium, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,low,medium,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2504.09561v1.pdf,7
2504.14641v3,2504.14641,HLSTester: Efficient Testing of Behavioral Discrepancies with LLMs for High-Level Synthesis,high,cpu_fpga_fallback:high;param_rtl:high;hls:high, llm;large language model;transformer;attention;gpt,0.45,none,high,none,high,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2504.14641v3.pdf,9
2504.16112v2,2504.16112,"HPU: High-Bandwidth Processing Unit for Scalable, Cost-effective LLM Inference via GPU Co-processing",high,cpu_fpga_fallback:high;mlir_circt:low;dataflow:low, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;decode;inference,0.91,low,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2504.16112v2.pdf,7
2504.16266v2,2504.16266,TeLLMe: An Energy-Efficient Ternary LLM Accelerator for Prefilling and Decoding on Edge FPGAs,high,cpu_fpga_fallback:high;dataflow:high;hls:medium, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,medium,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2504.16266v2.pdf,9
2504.16269v2,2504.16269,COBRA: Algorithm-Architecture Co-optimized Binary Transformer Accelerator for Edge Inference,high,cpu_fpga_fallback:high;hls:medium;dataflow:medium,large language model;transformer;attention;token;inference,0.45,none,medium,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2504.16269v2.pdf,9
2504.17376v1,2504.17376,On-Device Qwen2.5: Efficient LLM Inference with Model Compression and Hardware Acceleration,high,cpu_fpga_fallback:high;dataflow:high, llm;large language model;transformer;attention;gpt;token;prefill;decode;inference,0.82,none,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2504.17376v1.pdf,5
2504.17929v2,2504.17929,ApproXAI: Energy-Efficient Hardware Acceleration of Explainable AI using Approximate Computing,high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low,inference,0.09,low,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2504.17929v2.pdf,9
2504.21187v1,2504.21187,LIFT: LLM-Based Pragma Insertion for HLS via GNN Supervised Fine-Tuning,high,hls:high;mlir_circt:high;param_rtl:medium, llm;large language model;transformer;attention;gpt;token;autoregressive;inference,0.73,high,high,low,medium,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2504.21187v1.pdf,10
2505.03745v1,2505.03745,AccLLM: Accelerating Long-Context LLM Inference Via Algorithm-Hardware Co-Design,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,none,none,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2505.03745v1.pdf,13
2505.06578v1,2505.06578,Compact and Efficient Neural Networks for Image Recognition Based on Learned 2D Separable Transform,medium,cpu_fpga_fallback:medium;dataflow:low,inference,0.09,none,none,none,none,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2505.06578v1.pdf,6
2505.06847v1,2505.06847,Image processing Application Development on Software Configurable Processor Array,high,cpu_fpga_fallback:high;overlay:low;dataflow:low,decode,0.09,none,none,low,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2505.06847v1.pdf,6
2505.08992v3,2505.08992,Dataflow & Tiling Strategies in Edge-AI FPGA Accelerators: A Comprehensive Literature Review,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:low,large language model;transformer;token;inference,0.36,low,low,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2505.08992v3.pdf,9
2505.12771v1,2505.12771,FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,high,dataflow:high;cpu_fpga_fallback:high;overlay:medium,transformer;attention;token;decode;inference,0.45,low,none,medium,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2505.12771v1.pdf,14
2505.16335v1,2505.16335,FPQVAR: Floating Point Quantization for Visual Autoregressive Model with FPGA Hardware Co-design,high,cpu_fpga_fallback:high;hls:medium;mlir_circt:low, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;decode;inference,0.91,low,medium,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2505.16335v1.pdf,10
2505.17662v5,2505.17662,Automating Versatile Time-Series Analysis with Tiny Transformers on Embedded FPGAs,high,param_rtl:high;cpu_fpga_fallback:medium;overlay:low,transformer;attention;inference,0.27,low,none,low,high,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2505.17662v5.pdf,6
2505.18975v4,2505.18975,FastMamba: A High-Speed and Efficient Mamba Accelerator on FPGA with Accurate Quantization,high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low, llm;large language model;transformer;attention;token;prefill;decode;inference,0.73,low,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2505.18975v4.pdf,6
2505.20250v2,2505.20250,Efficient Optimization Accelerator Framework for Multistate Ising Problems,medium,cpu_fpga_fallback:medium;mlir_circt:low,attention,0.09,low,none,none,none,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2505.20250v2.pdf,37
2505.22194v2,2505.22194,Refining Datapath for Microscaling ViTs,high,cpu_fpga_fallback:high;dataflow:high;overlay:low, llm;large language model;transformer;attention;gpt;token;inference,0.64,low,low,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2505.22194v2.pdf,10
2506.03938v2,2506.03938,FPGA-Enabled Machine Learning Applications in Earth Observation: A Systematic Review,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,transformer;gpt;token;inference,0.36,low,medium,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2506.03938v2.pdf,35
2506.08496v1,2506.08496,CoQMoE: Co-Designed Quantization and Computation Orchestration for Mixture-of-Experts Vision Transformer on FPGA,high,cpu_fpga_fallback:high;dataflow:high;hls:medium,transformer;attention;token;inference,0.36,low,medium,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2506.08496v1.pdf,14
2506.18003v1,2506.18003,AMD Versal Implementations of FAM and SSCA Estimators,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,autoregressive,0.09,none,low,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2506.18003v1.pdf,9
2506.20810v1,2506.20810,FINN-GL: Generalized Mixed-Precision Extensions for FPGA-Accelerated LSTMs,high,cpu_fpga_fallback:high;hls:high;dataflow:high,attention;inference,0.18,low,high,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2506.20810v1.pdf,9
2507.01035v1,2507.01035,Research on Low-Latency Inference and Training Efficiency Optimization for Graph Neural Network and Large Language Model-Based Recommendation Systems,high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low, llm;large language model;transformer;attention;gpt;inference,0.55,low,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2507.01035v1.pdf,6
2507.03308v2,2507.03308,Hummingbird: A Smaller and Faster Large Language Model Accelerator on Embedded FPGA,high,cpu_fpga_fallback:high;dataflow:high;overlay:high, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,high,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2507.03308v2.pdf,9
2507.04315v3,2507.04315,HLStrans: Dataset for C-to-HLS Hardware Code Synthesis,high,dataflow:high;hls:high;cpu_fpga_fallback:high, llm;large language model;gpt;token,0.36,none,high,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2507.04315v3.pdf,27
2507.10912v1,2507.10912,Mapping Fusion: Improving FPGA Technology Mapping with ASIC Mapper,medium,param_rtl:medium;hls:medium;cpu_fpga_fallback:medium,attention,0.09,none,medium,none,medium,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2507.10912v1.pdf,7
2507.11549v2,2507.11549,A Memory-Efficient Framework for Deformable Transformer with Neural Architecture Search,high,cpu_fpga_fallback:high;param_rtl:low;dataflow:low,transformer;attention;gpt;token;inference,0.45,none,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2507.11549v2.pdf,5
2507.14139v1,2507.14139,SpeedLLM: An FPGA Co-design of Large Language Model Inference Accelerator,medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low, llm;large language model;gpt;token;decode;inference,0.55,none,none,none,low,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2507.14139v1.pdf,2
2507.17962v1,2507.17962,TimelyHLS: LLM-Based Timing-Aware and Architecture-Specific FPGA HLS Optimization,high,hls:high;param_rtl:high;cpu_fpga_fallback:medium, llm;large language model;gpt;decode;inference,0.45,none,high,none,high,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2507.17962v1.pdf,6
2507.20420v1,2507.20420,Demystifying the 7-D Convolution Loop Nest for Data and Instruction Streaming in Reconfigurable AI Accelerators,high,dataflow:high;cpu_fpga_fallback:high;overlay:medium,inference,0.09,low,none,medium,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2507.20420v1.pdf,13
2508.07431v1,2508.07431,Investigating 1-Bit Quantization in Transformer-Based Top Tagging,high,cpu_fpga_fallback:high;mlir_circt:low;dataflow:low, llm;large language model;transformer;attention;token;inference,0.55,low,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2508.07431v1.pdf,6
2508.08709v1,2508.08709,CRADLE: Conversational RTL Design Space Exploration with LLM-based Multi-Agent Systems,high,param_rtl:high;dataflow:medium;cpu_fpga_fallback:low, llm;large language model;gpt,0.27,none,none,none,high,medium,low,ok,LLM-inference-on-FPGA-papers/papers/2508.08709v1.pdf,2
2508.10303v1,2508.10303,DiffAxE: Diffusion-driven Hardware Accelerator Generation and Design Space Exploration,high,dataflow:high;cpu_fpga_fallback:high;hls:medium, llm;large language model;transformer;attention;gpt;token;prefill;decode;inference,0.82,low,medium,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2508.10303v1.pdf,14
2508.10370v1,2508.10370,eMamba: Efficient Acceleration Framework for Mamba Models in Edge Computing,high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low, llm;large language model;transformer;attention;token;inference,0.55,low,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2508.10370v1.pdf,22
2508.10904v3,2508.10904,A2H-MAS: An Algorithm-to-HLS Multi-Agent System for Automated and Reliable FPGA Implementation,high,param_rtl:high;hls:high;dataflow:high, llm;large language model;attention;gpt,0.36,none,high,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2508.10904v3.pdf,9
2508.11594v2,2508.11594,It's not a FAD: first results in using Flows for unsupervised Anomaly Detection at 40 MHz at the Large Hadron Collider,high,hls:high;cpu_fpga_fallback:high;param_rtl:medium,inference,0.09,medium,high,none,medium,none,high,ok,LLM-inference-on-FPGA-papers/papers/2508.11594v2.pdf,10
2508.13905v2,2508.13905,Automated Energy-Aware Time-Series Model Deployment on Embedded FPGAs for Resilient Combined Sewer Overflow Management,medium,param_rtl:medium;cpu_fpga_fallback:medium;dataflow:low,transformer;attention;inference,0.27,none,none,none,medium,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2508.13905v2.pdf,6
2508.15468v2,2508.15468,JEDI-linear: Fast and Efficient Graph Neural Networks for Jet Tagging on FPGAs,high,cpu_fpga_fallback:high;param_rtl:high;hls:high, llm;transformer;inference,0.27,low,high,none,high,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2508.15468v2.pdf,9
2508.20334v1,2508.20334,Systolic Array-based Architecture for Low-Bit Integerized Vision Transformers,high,cpu_fpga_fallback:high;dataflow:high;overlay:low, llm;large language model;transformer;attention;gpt;token;inference,0.64,none,low,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2508.20334v1.pdf,14
2509.01149v1,2509.01149,Compiler Bugs Detection in Logic Synthesis Tools via Linear Upper Confidence Bound,high,param_rtl:high;cpu_fpga_fallback:high;dataflow:low, llm;large language model,0.18,none,none,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2509.01149v1.pdf,20
2509.04162v1,2509.04162,Real Time FPGA Based Transformers & VLMs for Vision Tasks: SOTA Designs and Optimizations,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;transformer;attention;gpt;token;autoregressive;decode;inference,0.82,high,high,medium,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2509.04162v1.pdf,21
2509.13694v2,2509.13694,StreamTensor: Make Tensors Stream in Dataflow Accelerators for LLMs,high,cpu_fpga_fallback:high;mlir_circt:high;dataflow:high, llm;large language model;transformer;attention;gpt;token;autoregressive;inference,0.73,high,high,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2509.13694v2.pdf,16
2509.13765v1,2509.13765,TENET: An Efficient Sparsity-Aware LUT-Centric Architecture for Ternary LLM Inference On Edge,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,none,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2509.13765v1.pdf,13
2509.15076v1,2509.15076,Forecasting and Visualizing Air Quality from Sky Images with Vision-Language Models,high,cpu_fpga_fallback:high;dataflow:low, llm;large language model;attention;gpt;autoregressive;inference,0.55,none,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2509.15076v1.pdf,9
2509.15097v1,2509.15097,The Energy-Efficient Hierarchical Neural Network with Fast FPGA-Based Incremental Learning,high,cpu_fpga_fallback:high;dataflow:medium, llm;large language model;transformer;attention;gpt;inference,0.55,none,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2509.15097v1.pdf,8
2509.17355v1,2509.17355,CMOS Implementation of Field Programmable Spiking Neural Network for Hardware Reservoir Computing,medium,cpu_fpga_fallback:medium, llm;large language model;transformer;gpt;inference,0.45,none,none,none,none,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2509.17355v1.pdf,34
2509.24425v1,2509.24425,BiHDTrans: binary hyperdimensional transformer for efficient multivariate time series classification,high,dataflow:high;cpu_fpga_fallback:high, llm;transformer;attention;token;decode;inference,0.55,none,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2509.24425v1.pdf,20
2509.26335v2,2509.26335,TrackCore-F: Deploying Transformer-Based Subatomic Particle Tracking on FPGAs,high,hls:high;mlir_circt:low;dataflow:low,transformer;attention;inference,0.27,low,high,none,none,low,low,ok,LLM-inference-on-FPGA-papers/papers/2509.26335v2.pdf,7
2510.03516v3,2510.03516,COMET: Co-Optimization of a CNN Model using Efficient-Hardware OBC Techniques,high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low,attention;inference,0.18,low,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2510.03516v3.pdf,14
2510.14060v2,2510.14060,Decoding Correlated Errors in Quantum LDPC Codes,high,cpu_fpga_fallback:high;mlir_circt:low;dataflow:low,decode;inference,0.18,low,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2510.14060v2.pdf,17
2510.15926v2,2510.15926,TeLLMe v2: An Efficient End-to-End Ternary LLM Prefill and Decode Accelerator with Table-Lookup Matmul on Edge FPGAs,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,high,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2510.15926v2.pdf,11
2510.16418v1,2510.16418,FourierCompress: Layer-Aware Spectral Activation Compression for Efficient and Accurate Collaborative LLM Inference,high,cpu_fpga_fallback:high;mlir_circt:low;dataflow:low, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;inference,0.82,low,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2510.16418v1.pdf,12
2510.21745v1,2510.21745,Simopt-Power: Leveraging Simulation Metadata for Low-Power Design Synthesis,high,cpu_fpga_fallback:high;param_rtl:medium;hls:medium,large language model;attention,0.18,none,medium,none,medium,low,high,ok,LLM-inference-on-FPGA-papers/papers/2510.21745v1.pdf,6
2510.22243v1,2510.22243,Real-Time Semantic Segmentation on FPGA for Autonomous Vehicles Using LMIINet with the CGRA4ML Framework,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:high,transformer;attention;decode;inference,0.36,low,medium,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2510.22243v1.pdf,11
2510.24738v2,2510.24738,StrikeWatch: Wrist-worn Gait Recognition with Compact Time-series Models on Low-power FPGAs,high,cpu_fpga_fallback:high;param_rtl:high;dataflow:low,transformer;attention;inference,0.27,none,none,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2510.24738v2.pdf,9
2510.24784v1,2510.24784,Sub-microsecond Transformers for Jet Tagging on FPGAs,high,hls:high;cpu_fpga_fallback:high,transformer;attention,0.18,none,high,none,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2510.24784v1.pdf,7
2510.24985v1,2510.24985,FaRAccel: FPGA-Accelerated Defense Architecture for Efficient Bit-Flip Attack Resilience in Transformer Models,high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2510.24985v1.pdf,9
2511.00812v1,2511.00812,LL-ViT: Edge Deployable Vision Transformers with Look Up Table Neurons,high,param_rtl:high;dataflow:high;cpu_fpga_fallback:high,transformer;attention;token;inference,0.36,low,none,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2511.00812v1.pdf,10
2511.05615v1,2511.05615,wa-hls4ml: A Benchmark and Surrogate Models for hls4ml Resource and Latency Estimation,high,hls:high;cpu_fpga_fallback:high;param_rtl:medium, llm;transformer;attention;token;inference,0.45,low,high,none,medium,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2511.05615v1.pdf,30
2511.06174v2,2511.06174,LUT-LLM: Efficient Large Language Model Inference with Memory-based Computations on FPGAs,high,dataflow:high;cpu_fpga_fallback:high;hls:medium, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,medium,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2511.06174v2.pdf,11
2511.06767v2,2511.06767,QUARK: Quantization-Enabled Circuit Sharing for Transformer Acceleration by Exploiting Common Patterns in Nonlinear Operations,high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low, llm;large language model;transformer;attention;token;inference,0.55,low,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2511.06767v2.pdf,9
2511.08135v1,2511.08135,UniFormer: Unified and Efficient Transformer for Reasoning Across General and Custom Computing,high,dataflow:high;cpu_fpga_fallback:high;hls:high, llm;large language model;transformer;attention;token,0.45,low,high,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2511.08135v1.pdf,14
2511.13676v1,2511.13676,T-SAR: A Full-Stack Co-design for CPU-Only Ternary LLM Inference via In-Place SIMD ALU Reorganization,high,cpu_fpga_fallback:high;overlay:medium;dataflow:medium, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,none,none,medium,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2511.13676v1.pdf,8
2511.15323v1,2511.15323,SkyEgg: Joint Implementation Selection and Scheduling for Hardware Synthesis using E-graphs,high,param_rtl:high;hls:high;dataflow:high,inference,0.09,medium,high,none,high,high,medium,ok,LLM-inference-on-FPGA-papers/papers/2511.15323v1.pdf,12
2511.15505v1,2511.15505,Instruction-Based Coordination of Heterogeneous Processing Units for Acceleration of DNN Inference,high,dataflow:high;cpu_fpga_fallback:high;overlay:high,transformer;attention;token;decode;inference,0.45,medium,none,high,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2511.15505v1.pdf,9
2511.22889v1,2511.22889,"The Immutable Tensor Architecture: A Pure Dataflow Approach for Secure, Energy-Efficient AI Inference",high,cpu_fpga_fallback:high;dataflow:high;overlay:low, llm;large language model;transformer;attention;gpt;kv cache;token;decode;inference,0.82,low,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2511.22889v1.pdf,10
2512.00016v1,2512.00016,Architect in the Loop Agentic Hardware Design and Verification,high,param_rtl:high;cpu_fpga_fallback:medium;overlay:low, llm;large language model;attention;gpt;token;inference,0.55,none,none,low,high,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2512.00016v1.pdf,9
2512.00335v1,2512.00335,Efficient Kernel Mapping and Comprehensive System Evaluation of LLM Acceleration on a CGLA,high,cpu_fpga_fallback:high;dataflow:medium;param_rtl:low, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,low,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2512.00335v1.pdf,17
2512.11550v1,2512.11550,PD-Swap: Prefill-Decode Logic Swapping for End-to-End LLM Inference on Edge FPGAs via Dynamic Partial Reconfiguration,high,cpu_fpga_fallback:high;hls:high;dataflow:high, llm;large language model;transformer;attention;kv cache;token;autoregressive;prefill;decode;inference,0.91,low,high,medium,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2512.11550v1.pdf,13
2512.11920v1,2512.11920,CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,low,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2512.11920v1.pdf,11
2512.13263v1,2512.13263,An End-to-End Neural Network Transceiver Design for OFDM System with FPGA-Accelerated Implementation,high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:medium,transformer;attention;inference,0.27,medium,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2512.13263v1.pdf,13
2512.14762v1,2512.14762,Workflows vs Agents for Code Translation,high,param_rtl:high;dataflow:high;cpu_fpga_fallback:medium, llm;large language model;attention;token;inference,0.45,none,none,none,high,high,medium,ok,LLM-inference-on-FPGA-papers/papers/2512.14762v1.pdf,10
2512.15515v1,2512.15515,FAME: FPGA Acceleration of Secure Matrix Multiplication with Homomorphic Encryption,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:medium,inference,0.09,none,none,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2512.15515v1.pdf,10
2512.15838v2,2512.15838,Low-Latency FPGA Control System for Real-Time Neural Network Processing in CCD-Based Trapped-Ion Qubit Measurement,high,cpu_fpga_fallback:high;hls:high;param_rtl:medium,transformer;attention;token;decode;inference,0.45,low,high,none,medium,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2512.15838v2.pdf,11
2512.23914v3,2512.23914,Hardware Acceleration for Neural Networks: A Comprehensive Survey,high,dataflow:high;cpu_fpga_fallback:high;hls:medium, llm;large language model;transformer;attention;gpt;token;autoregressive;prefill;decode;inference,0.91,low,medium,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2512.23914v3.pdf,54
2512.24713v2,2512.24713,FPGA Co-Design for Efficient N:M Sparse and Quantized Model Inference,medium,dataflow:medium;cpu_fpga_fallback:medium;mlir_circt:low, llm;large language model;token;inference,0.36,low,none,none,none,medium,medium,unavailable_or_failed,LLM-inference-on-FPGA-papers/papers/2512.24713v2.pdf,0
2601.02135v1,2601.02135,HFRWKV: A High-Performance Fully On-Chip Hardware Accelerator for RWKV,high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low, llm;large language model;transformer;attention;token;decode;inference,0.64,low,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2601.02135v1.pdf,9
2601.06065v1,2601.06065,Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking,high,cpu_fpga_fallback:high;overlay:medium;hls:medium,transformer;attention,0.18,low,medium,medium,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2601.06065v1.pdf,2
2601.07130v1,2601.07130,The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories,high,cpu_fpga_fallback:high;dataflow:low,inference,0.09,none,none,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2601.07130v1.pdf,40
2601.09217v2,2601.09217,Relational Hoare Logic for High-Level Synthesis of Hardware Accelerators,high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:high,attention,0.09,high,high,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2601.09217v2.pdf,39
2601.14098v1,2601.14098,A flexible language model-assisted electronic design automation framework,high,param_rtl:high;hls:low;dataflow:low, llm;large language model;gpt;token,0.36,none,low,none,high,low,low,ok,LLM-inference-on-FPGA-papers/papers/2601.14098v1.pdf,29
2601.15151v1,2601.15151,Pipeline Automation Framework for Reusable High-throughput Network Applications on FPGA,high,param_rtl:high;hls:high;dataflow:medium,inference,0.09,low,high,low,high,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2601.15151v1.pdf,29
2601.15710v1,2601.15710,FlexLLM: Composable HLS Library for Flexible Hybrid LLM Accelerator Design,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,medium,high,medium,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2601.15710v1.pdf,10
2601.17215v1,2601.17215,JetFormer: A Scalable and Efficient Transformer for Jet Tagging from Offline Analysis to FPGA Triggers,high,hls:high;cpu_fpga_fallback:high;mlir_circt:medium,transformer;attention;token;inference,0.36,medium,high,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2601.17215v1.pdf,18
2601.19413v1,2601.19413,NET4EXA: Pioneering the Future of Interconnects for Supercomputing and AI,high,cpu_fpga_fallback:high;param_rtl:low,large language model,0.09,none,none,none,low,none,high,ok,LLM-inference-on-FPGA-papers/papers/2601.19413v1.pdf,7
