arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
2501.12003v1,2501.12003,"Broadband, Dead-Time-Free Spectrometer Using RFSoC for WISP Dark Matter Searches",2025,physics.ins-det,physics.ins-det|hep-ex,LLM-inference-on-FPGA-papers/papers/2501.12003v1.pdf,b55b9c6f7dcfb24a837818c18c05d7a49f2b75d3ca4089e5a588f12465b7072a,20,yes,ok,full_paper,attention,0.09,none,,,,high, hls;vitis hls;high-level synthesis, hls@p5;vitis hls@p5;high-level synthesis@p6,hls@p5;vitis hls@p5;high-level synthesis@p6,none,,,,low,hardware description,hardware description@p5,hardware description@p5,low,pipeline,"pipeline@p1,9,10,11","pipeline@p1,9,10,11",high, cpu;processing system;ps ," cpu@p1,3,4,6,8;processing system@p3;ps @p4,5,6,8,18","cpu@p1,3,4,6,8;processing system@p3;ps @p4,5,6,8,18",high,hls:high;cpu_fpga_fallback:high;param_rtl:low,hls:high via  hls@p5;vitis hls@p5;high-level synthesis@p6
2501.12032v3,2501.12032,Accelerating Recommender Model ETL with a Streaming FPGA-GPU Dataflow,2025,cs.AR,cs.AR|cs.DC|cs.LG,LLM-inference-on-FPGA-papers/papers/2501.12032v3.pdf,39d14eb95a1c237ebb143906e9d32254b3ac9c74e3f49c9d0b6f3328d0fa14fc,26,yes,ok,full_paper, llm;token;inference,0.27,low,tensor,"tensor@p4,5,6","tensor@p4,5,6",high,high-level synthesis; hls;vitis hls,high-level synthesis@p13; hls@p13;vitis hls@p13,high-level synthesis@p13;hls@p13;vitis hls@p13,none,,,,medium, rtl;verilog," rtl@p10,11;verilog@p13,14","rtl@p10,11;verilog@p13,14",high,dataflow;streaming;pipeline;operator fusion;double buffering,"dataflow@p1,3,5,6,7,8,9,10,11,12,13,14,15,17,19,21,23;streaming@p1,3,5,6,7,8,9,11,12,13,14,15,17,19,21,22,23;pipeline@p1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23;operator fusion@p3,7,11;double buffering@p6","dataflow@p1,3,5,6,7,8,9,10,11,12,13,14,15,17,19,21,23;streaming@p1,3,5,6,7,8,9,11,12,13,14,15,17,19,21,22,23;pipeline@p1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23;operator fusion@p3,7,11;double buffering@p6",high, cpu;co-design;ps ;host;heterogeneous;offload;cpu-gpu," cpu@p1,2,3,4,5,6,9,11,12,13,14,15,16,17,18,19,20,21,22,23;co-design@p1,3,4,11;ps @p1,3,4,5,6,7,8,10,11,12,16,17,23;host@p3,6,9,10,11,12,15;heterogeneous@p3,4,10,11,22;offload@p6,7,9,22","cpu@p1,2,3,4,5,6,9,11,12,13,14,15,16,17,18,19,20,21,22,23;co-design@p1,3,4,11;ps @p1,3,4,5,6,7,8,10,11,12,16,17,23;host@p3,6,9,10,11,12,15;heterogeneous@p3,4,10,11,22",high,cpu_fpga_fallback:high;dataflow:high;hls:high,"cpu_fpga_fallback:high via  cpu@p1,2,3,4,5,6,9,11,12,13,14,15,16,17,18,19,20,21,22,23;co-design@p1,3,4,11;ps @p1,3,4,5,6,7,8,10,11,12,16,17,23;host@p3,6,9,10,11,12,15;heterogeneous@p3,4,10,11,22;offload@p6,7,9,22"
2501.12300v1,2501.12300,LLM-Assisted Knowledge Graph Completion for Curriculum and Domain Modelling in Personalized Higher Education Recommendations,2025,cs.HC,cs.HC|cs.AI,LLM-inference-on-FPGA-papers/papers/2501.12300v1.pdf,0db8c0a307800d871258774eaf10e62243f027a3205abc9f9c74e2140c373feb,10,yes,ok,full_paper, llm;large language model;gpt,0.27,none,,,,none,,,,none,,,,none,,,,low,pipeline,"pipeline@p4,5,6,7,8","pipeline@p4,5,6,7,8",none,,,,low,dataflow:low,"dataflow:low via pipeline@p4,5,6,7,8"
2501.13379v2,2501.13379,A Quantitative Evaluation of Approximate Softmax Functions for Deep Neural Networks,2025,cs.AR,cs.AR|eess.SP,LLM-inference-on-FPGA-papers/papers/2501.13379v2.pdf,68574c01df45373fbb68a305174cabe2c1e2a79d7117e51748d2f565cadb626e,5,yes,ok,full_paper, llm;large language model;inference,0.27,none,,,,high,high-level synthesis; hls;vitis hls;hls4ml,"high-level synthesis@p1; hls@p3,4;vitis hls@p3;hls4ml@p4","high-level synthesis@p1;hls@p3,4;vitis hls@p3;hls4ml@p4",none,,,,medium,hardware description;register-transfer,hardware description@p1;register-transfer@p1,hardware description@p1;register-transfer@p1,none,,,,low, cpu, cpu@p1,cpu@p1,high,hls:high;param_rtl:medium;cpu_fpga_fallback:low,"hls:high via high-level synthesis@p1; hls@p3,4;vitis hls@p3;hls4ml@p4"
2501.14512v1,2501.14512,Real-world Edge Neural Network Implementations Leak Private Interactions Through Physical Side Channel,2025,cs.CR,cs.CR,LLM-inference-on-FPGA-papers/papers/2501.14512v1.pdf,8035ba895a16fb2995917d80847234dc9648f81f2c75a7436b2d2c8bf19fb83d,17,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;inference,0.64,low,tensor,"tensor@p4,8,14,15","tensor@p4,8,14,15",none,,,,none,,,,none,,,,medium,pipeline;dataflow,"pipeline@p6,12;dataflow@p16","pipeline@p6,12;dataflow@p16",high,ps ; cpu;processing system,"ps @p3,4,5,8,9,10,13,16; cpu@p5,8,10,12;processing system@p8,10,14,16,17","ps @p3,4,5,8,9,10,13,16;cpu@p5,8,10,12;processing system@p8,10,14,16,17",high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low,"cpu_fpga_fallback:high via ps @p3,4,5,8,9,10,13,16; cpu@p5,8,10,12;processing system@p8,10,14,16,17"
2501.19135v1,2501.19135,A Tensor-Train Decomposition based Compression of LLMs on Group Vector Systolic Accelerator,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2501.19135v1.pdf,f5537770a482adb8996867a7ef57a9358263195f3d58f81f019806bb048d5aeb,7,yes,ok,full_paper, llm;large language model;transformer;attention;kv cache;token;autoregressive;decode;inference,0.82,low,tensor,"tensor@p1,2,3,7","tensor@p1,2,3,7",none,,,,none,,,,none,,,,high,systolic;operator fusion;pipeline;dataflow,"systolic@p1,2,3,4,7;operator fusion@p3;pipeline@p5;dataflow@p7","systolic@p1,2,3,4,7;operator fusion@p3;pipeline@p5;dataflow@p7",high,ps ;processing system;co-design,"ps @p1,4,5,6;processing system@p7;co-design@p7","ps @p1,4,5,6;processing system@p7;co-design@p7",high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low,"dataflow:high via systolic@p1,2,3,4,7;operator fusion@p3;pipeline@p5;dataflow@p7"
2502.00026v2,2502.00026,Pushing the Limits of BFP on Narrow Precision LLM Inference,2025,cs.AR,cs.AR|cs.AI,LLM-inference-on-FPGA-papers/papers/2502.00026v2.pdf,25375c05b86a920846336db56abffea501f3591949fb02b3d123763940194fe6,9,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;prefill;inference,0.64,medium,affine;tensor,affine@p8;tensor@p9,affine@p8;tensor@p9,low,chisel,"chisel@p6,8","chisel@p6,8",none,,,,low, rtl," rtl@p1,2,4,6","rtl@p1,2,4,6",medium,dataflow;pipeline,"dataflow@p2;pipeline@p4,5,7","dataflow@p2;pipeline@p4,5,7",high,co-design;ps ;processing system;hybrid,"co-design@p1,7,8;ps @p1,4,5,7;processing system@p8;hybrid@p8","co-design@p1,7,8;ps @p1,4,5,7;processing system@p8;hybrid@p8",high,cpu_fpga_fallback:high;mlir_circt:medium;dataflow:medium,"cpu_fpga_fallback:high via co-design@p1,7,8;ps @p1,4,5,7;processing system@p8;hybrid@p8"
2502.02404v1,2502.02404,FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook,2025,cs.AR,cs.AR|cs.DC,LLM-inference-on-FPGA-papers/papers/2502.02404v1.pdf,9df88442dd93368a172909ac182cdb9d05c4e610f37f6b73757f723662b813e3,41,yes,ok,full_paper,attention;decode;inference,0.27,medium,llvm;tensor,llvm@p14;tensor@p21,llvm@p14;tensor@p21,high,high-level synthesis; hls;llvm;vitis hls,"high-level synthesis@p6,9,15; hls@p14,15,16,17,18,21;llvm@p14;vitis hls@p21","high-level synthesis@p6,9,15;hls@p14,15,16,17,18,21;llvm@p14;vitis hls@p21",medium,microarchitecture;overlay,"microarchitecture@p2,14;overlay@p15,21","microarchitecture@p2,14;overlay@p15,21",high, rtl;hardware description;verilog;vhdl;fpga ip," rtl@p15,18;hardware description@p15,16,25;verilog@p16;vhdl@p16;fpga ip@p26","rtl@p15,18;hardware description@p15,16,25;verilog@p16;vhdl@p16;fpga ip@p26",high,dataflow;streaming;pipeline;double buffering,"dataflow@p10,14,17,18;streaming@p14,21;pipeline@p14,21,22;double buffering@p27","dataflow@p10,14,17,18;streaming@p14,21;pipeline@p14,21,22;double buffering@p27",high,heterogeneous;ps ; cpu;cpu-fpga;hybrid;processing system;co-design;host,"heterogeneous@p2,10,11,13,14,15,16,17,18;ps @p6,8,9,12,14,19,20,22,30; cpu@p7,8,11,12,16,23,24,26,27,28;cpu-fpga@p11;hybrid@p13,18;processing system@p21;co-design@p21,22,26;host@p25,27","heterogeneous@p2,10,11,13,14,15,16,17,18;ps @p6,8,9,12,14,19,20,22,30;cpu@p7,8,11,12,16,23,24,26,27,28;cpu-fpga@p11;hybrid@p13,18",high,cpu_fpga_fallback:high;param_rtl:high;hls:high,"cpu_fpga_fallback:high via heterogeneous@p2,10,11,13,14,15,16,17,18;ps @p6,8,9,12,14,19,20,22,30; cpu@p7,8,11,12,16,23,24,26,27,28;cpu-fpga@p11;hybrid@p13,18;processing system@p21;co-design@p21,22,26;host@p25,27"
2502.05602v3,2502.05602,UbiMoE: A Ubiquitous Mixture-of-Experts Vision Transformer Accelerator With Hybrid Computation Pattern on FPGA,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2502.05602v3.pdf,a6b265591cc67d51f881f54d5c5472bb8e4734678808a71bcc370c0bdd4f4359,5,yes,ok,full_paper,transformer;attention;token;inference,0.36,none,,,,medium, hls;vitis hls," hls@p4,5;vitis hls@p4","hls@p4,5;vitis hls@p4",none,,,,none,,,,high,streaming;pipeline;double buffering;tiling;dataflow;systolic,"streaming@p1,2,3,4;pipeline@p2;double buffering@p2;tiling@p3;dataflow@p5;systolic@p5","streaming@p1,2,3,4;pipeline@p2;double buffering@p2;tiling@p3;dataflow@p5",high,hybrid;heterogeneous; cpu;host;ps ;processing system;co-design,"hybrid@p1;heterogeneous@p1; cpu@p2,4;host@p2,4;ps @p3,4;processing system@p5;co-design@p5","hybrid@p1;heterogeneous@p1;cpu@p2,4;host@p2,4;ps @p3,4",high,cpu_fpga_fallback:high;dataflow:high;hls:medium,"cpu_fpga_fallback:high via hybrid@p1;heterogeneous@p1; cpu@p2,4;host@p2,4;ps @p3,4;processing system@p5;co-design@p5"
2502.05850v3,2502.05850,MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration,2025,cs.AR,cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2502.05850v3.pdf,9526c20c6b00cdf37ca5b8110912bf3e11e99f68490baa8387bb80d2745cb535,34,yes,ok,full_paper,large language model;transformer;attention;inference,0.36,medium,mlir;tensor,"mlir@p4;tensor@p5,9","mlir@p4;tensor@p5,9",high,high-level synthesis; hls;high level synthesis;hls4ml;vivado hls,"high-level synthesis@p1,2,5; hls@p1,3,4,5,6,7,8,9,10,12,13,14,17,18,19,22,24,29,30;high level synthesis@p2;hls4ml@p4,5,7,8,12,13,14,16,17,18,19,22,24,29;vivado hls@p5,8,9","high-level synthesis@p1,2,5;hls@p1,3,4,5,6,7,8,9,10,12,13,14,17,18,19,22,24,29,30;high level synthesis@p2;hls4ml@p4,5,7,8,12,13,14,16,17,18,19,22,24,29;vivado hls@p5,8,9",none,,,,high,verilog;vhdl;synthesizable; rtl;hardware description,"verilog@p4,5;vhdl@p4,5;synthesizable@p4; rtl@p5,6,8,13,19,30;hardware description@p5","verilog@p4,5;vhdl@p4,5;synthesizable@p4;rtl@p5,6,8,13,19,30;hardware description@p5",high,pipeline;dataflow;streaming,"pipeline@p4,5,17,18,30;dataflow@p8,9,13,17;streaming@p17","pipeline@p4,5,17,18,30;dataflow@p8,9,13,17;streaming@p17",high,ps ;host;heterogeneous;co-design,"ps @p1,6,11,13,14,15,19,21,26,27,28;host@p3,17;heterogeneous@p9,12;co-design@p29","ps @p1,6,11,13,14,15,19,21,26,27,28;host@p3,17;heterogeneous@p9,12;co-design@p29",high,param_rtl:high;hls:high;cpu_fpga_fallback:high,"param_rtl:high via verilog@p4,5;vhdl@p4,5;synthesizable@p4; rtl@p5,6,8,13,19,30;hardware description@p5"
2502.07796v1,2502.07796,Enhancing Olfactory Perception Through Large Language Models: Integrating Sensory Data for Advanced Odor Recognition,2025,q-bio.NC,q-bio.NC,LLM-inference-on-FPGA-papers/papers/2502.07796v1.pdf,7b7fc5b2dea2bf342d32f82c4ae14f92a83d41f024230504e36a14383c40ff21,11,yes,ok,full_paper,large language model;attention,0.18,none,,,,none,,,,none,,,,none,,,,low,pipeline,"pipeline@p2,7","pipeline@p2,7",medium,ps ;hybrid,"ps @p1,2,3,4,6,7,8,9,10;hybrid@p2,8","ps @p1,2,3,4,6,7,8,9,10;hybrid@p2,8",medium,cpu_fpga_fallback:medium;dataflow:low,"cpu_fpga_fallback:medium via ps @p1,2,3,4,6,7,8,9,10;hybrid@p2,8"
2502.10659v1,2502.10659,Pushing up to the Limit of Memory Bandwidth and Capacity Utilization for Efficient LLM Decoding on Embedded FPGA,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2502.10659v1.pdf,56f87fc2a5c31e8ceddab7c4319d4fc44cff1d76f09b6b4877ed4423ab296072,7,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,tensor,tensor@p4,tensor@p4,none,,,,low,microarchitecture,microarchitecture@p7,microarchitecture@p7,low,verilog,verilog@p5,verilog@p5,high,dataflow;pipeline;operator fusion;systolic,"dataflow@p1,2,3,5,6;pipeline@p1,2,3,5;operator fusion@p1,2;systolic@p7","dataflow@p1,2,3,5,6;pipeline@p1,2,3,5;operator fusion@p1,2;systolic@p7",high, cpu;ps ;processing system;offload;cpu-fpga;heterogeneous," cpu@p1,6,7;ps @p1,2,3,4,6;processing system@p4,7;offload@p5;cpu-fpga@p7;heterogeneous@p7","cpu@p1,6,7;ps @p1,2,3,4,6;processing system@p4,7;offload@p5;cpu-fpga@p7",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,"cpu_fpga_fallback:high via  cpu@p1,6,7;ps @p1,2,3,4,6;processing system@p4,7;offload@p5;cpu-fpga@p7;heterogeneous@p7"
2502.13705v2,2502.13705,Millimeter-Wave Communication Testbed Using Digital Coding Dynamic Metasurface Antenna: Practical Design and Implementation,2025,eess.SP,eess.SP,LLM-inference-on-FPGA-papers/papers/2502.13705v2.pdf,cdea133870c439604c936a4d164178aa59f4870a39fb54d550a6e1ffbe3c3dbe,13,yes,ok,full_paper,attention;decode,0.18,none,,,,none,,,,none,,,,low,vhdl,vhdl@p6,vhdl@p6,none,,,,high,ps ;hybrid;offload;host,"ps @p1,10,12;hybrid@p2,3;offload@p4;host@p4,7,8,9,10","ps @p1,10,12;hybrid@p2,3;offload@p4;host@p4,7,8,9,10",high,cpu_fpga_fallback:high;param_rtl:low,"cpu_fpga_fallback:high via ps @p1,10,12;hybrid@p2,3;offload@p4;host@p4,7,8,9,10"
2502.15260v2,2502.15260,LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-design,2025,cs.CL,cs.CL,LLM-inference-on-FPGA-papers/papers/2502.15260v2.pdf,b2f47583ba25d22b9dc697acebebf544098359fe4869b2d4b4be3f8142c0b849,7,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;autoregressive;prefill;decode;inference,0.91,low,tensor,tensor@p5,tensor@p5,medium, hls;vitis hls, hls@p5;vitis hls@p5,hls@p5;vitis hls@p5,low,microarchitecture,microarchitecture@p7,microarchitecture@p7,none,,,,high,tiling;pipeline;operator fusion;dataflow,"tiling@p1,2,3,5,6,7;pipeline@p2,4,5,7;operator fusion@p3;dataflow@p4","tiling@p1,2,3,5,6,7;pipeline@p2,4,5,7;operator fusion@p3;dataflow@p4",high,co-design;ps ;processing system;hybrid,"co-design@p1,2,7;ps @p2;processing system@p7;hybrid@p7","co-design@p1,2,7;ps @p2;processing system@p7;hybrid@p7",high,dataflow:high;cpu_fpga_fallback:high;hls:medium,"dataflow:high via tiling@p1,2,3,5,6,7;pipeline@p2,4,5,7;operator fusion@p3;dataflow@p4"
2502.16141v2,2502.16141,A Hybrid Neural Architecture: Online Attosecond X-ray Characterization,2025,physics.app-ph,physics.app-ph|physics.acc-ph|physics.data-an,LLM-inference-on-FPGA-papers/papers/2502.16141v2.pdf,74dc7defea5a22016f5838e251b7a0dde255bf533a759b2c20afe8b25e60ea0f,10,yes,ok,full_paper,decode;inference,0.18,none,,,,none,,,,none,,,,none,,,,medium,streaming;pipeline,"streaming@p1,8;pipeline@p1,2,6,8","streaming@p1,8;pipeline@p1,2,6,8",high,hybrid;heterogeneous;ps ;processing system;host,"hybrid@p1;heterogeneous@p1,8;ps @p2,5,8;processing system@p9,10;host@p9","hybrid@p1;heterogeneous@p1,8;ps @p2,5,8;processing system@p9,10;host@p9",high,cpu_fpga_fallback:high;dataflow:medium,"cpu_fpga_fallback:high via hybrid@p1;heterogeneous@p1,8;ps @p2,5,8;processing system@p9,10;host@p9"
2502.16473v2,2502.16473,TerEffic: Highly Efficient Ternary LLM Inference on FPGA,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2502.16473v2.pdf,56625cc3468ae5d9de4eba7f39d3c78f794cc19df815288298f0dce1c6a0464d,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,tensor,"tensor@p5,6,10","tensor@p5,6,10",low, hls, hls@p2,hls@p2,high,overlay;instruction set;overlay processor;microarchitecture,"overlay@p2,10;instruction set@p2;overlay processor@p10;microarchitecture@p10","overlay@p2,10;instruction set@p2;overlay processor@p10;microarchitecture@p10",none,,,,high,tiling;memory hierarchy;pipeline,"tiling@p3,4;memory hierarchy@p4;pipeline@p5","tiling@p3,4;memory hierarchy@p4;pipeline@p5",high, cpu;ps ;cpu-fpga;heterogeneous;hybrid;processing system," cpu@p2,8,10;ps @p2,4,5,7,8;cpu-fpga@p2,10;heterogeneous@p2,10;hybrid@p4;processing system@p10","cpu@p2,8,10;ps @p2,4,5,7,8;cpu-fpga@p2,10;heterogeneous@p2,10;hybrid@p4",high,cpu_fpga_fallback:high;overlay:high;dataflow:high,"cpu_fpga_fallback:high via  cpu@p2,8,10;ps @p2,4,5,7,8;cpu-fpga@p2,10;heterogeneous@p2,10;hybrid@p4;processing system@p10"
2502.16823v1,2502.16823,A Review of Memory Wall for Neuromorphic Computing,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2502.16823v1.pdf,b9346ea92e7fcc147a71d05b24afd2101ddf5ddf6a4839624316a16c368c7428,6,yes,ok,full_paper,inference,0.09,none,,,,none,,,,none,,,,low, rtl, rtl@p6,rtl@p6,high,dataflow;pipeline;systolic;memory hierarchy,dataflow@p2;pipeline@p2;systolic@p3;memory hierarchy@p4,dataflow@p2;pipeline@p2;systolic@p3;memory hierarchy@p4,high,ps ; cpu;host;hybrid;heterogeneous,"ps @p1,3,4; cpu@p2,3,6;host@p2;hybrid@p4,5,6;heterogeneous@p6","ps @p1,3,4;cpu@p2,3,6;host@p2;hybrid@p4,5,6;heterogeneous@p6",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,"cpu_fpga_fallback:high via ps @p1,3,4; cpu@p2,3,6;host@p2;hybrid@p4,5,6;heterogeneous@p6"
2503.01138v1,2503.01138,A Novel Interactive-Guided Differential Testing Approach for FPGA Simulation Debugger Tools,2025,cs.SE,cs.SE,LLM-inference-on-FPGA-papers/papers/2503.01138v1.pdf,d6f4a35545e1f583442e9f4457d30dc392ed55e80fab03372c8c4d10000aeff4,22,yes,ok,full_paper,attention,0.09,none,,,,none,,,,none,,,,high, rtl;verilog;hardware description," rtl@p1,3,6,7,8,9,11,13,14,15,17,18,19,20;verilog@p3,4,6,8,10,11,13,15,19;hardware description@p6","rtl@p1,3,6,7,8,9,11,13,14,15,17,18,19,20;verilog@p3,4,6,8,10,11,13,15,19;hardware description@p6",none,,,,medium,ps ; cpu,"ps @p1,6,9,10,12,13,14,16,17,19; cpu@p15","ps @p1,6,9,10,12,13,14,16,17,19;cpu@p15",high,param_rtl:high;cpu_fpga_fallback:medium,"param_rtl:high via  rtl@p1,3,6,7,8,9,11,13,14,15,17,18,19,20;verilog@p3,4,6,8,10,11,13,15,19;hardware description@p6"
2503.02891v3,2503.02891,Vision Transformers on the Edge: A Comprehensive Survey of Model Compression and Acceleration Strategies,2025,cs.CV,cs.CV|cs.AR,LLM-inference-on-FPGA-papers/papers/2503.02891v3.pdf,6beb247861119ba8316970aa04088bb66da2e8521c56a7bd95268a03bffe32d4,68,yes,ok,full_paper,transformer;attention;token;decode;inference,0.45,medium,tensor;affine,"tensor@p3,32,33,34,47,48;affine@p42","tensor@p3,32,33,34,47,48;affine@p42",high,high-level synthesis; hls;hls4ml;vivado hls;vitis hls,"high-level synthesis@p30,33,39; hls@p32,33,40,41;hls4ml@p32,33;vivado hls@p40,41;vitis hls@p40,41","high-level synthesis@p30,33,39;hls@p32,33,40,41;hls4ml@p32,33;vivado hls@p40,41;vitis hls@p40,41",none,,,,low,hardware description,"hardware description@p32,39,40","hardware description@p32,39,40",high,pipeline;systolic;dataflow;tiling,"pipeline@p19,24,30,35,38,41,42,47;systolic@p35,37,38,40;dataflow@p38,43;tiling@p40","pipeline@p19,24,30,35,38,41,42,47;systolic@p35,37,38,40;dataflow@p38,43;tiling@p40",high,co-design;hybrid;ps ; cpu;heterogeneous,"co-design@p3,4,5,37,38,39,40,42,43,44,46,47,51;hybrid@p7,43;ps @p11,12,13,14,17,20,24,25,27,33,34,35,37,38,39,40,41,42,44,45,49; cpu@p30,31,32,33,34,38,43,47,48;heterogeneous@p30,38,47","co-design@p3,4,5,37,38,39,40,42,43,44,46,47,51;hybrid@p7,43;ps @p11,12,13,14,17,20,24,25,27,33,34,35,37,38,39,40,41,42,44,45,49;cpu@p30,31,32,33,34,38,43,47,48;heterogeneous@p30,38,47",high,hls:high;cpu_fpga_fallback:high;dataflow:high,"hls:high via high-level synthesis@p30,33,39; hls@p32,33,40,41;hls4ml@p32,33;vivado hls@p40,41;vitis hls@p40,41"
2503.03088v4,2503.03088,AHCQ-SAM: Toward Accurate and Hardware-Compatible Post-Training Segment Anything Model Quantization,2025,cs.CV,cs.CV|cs.AR|cs.LG,LLM-inference-on-FPGA-papers/papers/2503.03088v4.pdf,183dcf580756cb2f682db67ee20fc8a9e6f81093dea4a9aeb8556fdcf84974cc,15,yes,ok,full_paper,large language model;transformer;attention;token;decode;inference,0.55,low,tensor,"tensor@p2,4,6,7,9,11","tensor@p2,4,6,7,9,11",medium, hls;vitis hls, hls@p12;vitis hls@p12,hls@p12;vitis hls@p12,none,,,,low,verilog,verilog@p12,verilog@p12,low,pipeline,"pipeline@p3,8","pipeline@p3,8",high,hybrid;heterogeneous;ps ;co-design;host;processing system,"hybrid@p1,2,4,5,6,13,15;heterogeneous@p1,2,3,8,11;ps @p2,3,5,7,8,9,11,13;co-design@p8;host@p12,13;processing system@p13,14","hybrid@p1,2,4,5,6,13,15;heterogeneous@p1,2,3,8,11;ps @p2,3,5,7,8,9,11,13;co-design@p8;host@p12,13",high,cpu_fpga_fallback:high;hls:medium;param_rtl:low,"cpu_fpga_fallback:high via hybrid@p1,2,4,5,6,13,15;heterogeneous@p1,2,3,8,11;ps @p2,3,5,7,8,9,11,13;co-design@p8;host@p12,13;processing system@p13,14"
2503.08823v2,2503.08823,ResBench: Benchmarking LLM-Generated FPGA Designs with Resource Awareness,2025,cs.AR,cs.AR|cs.AI|cs.CL|cs.ET|cs.LG,LLM-inference-on-FPGA-papers/papers/2503.08823v2.pdf,cedc9f499039e0aaa8498aaf7fc9385ec023944a98459dd4d1dd5a0c98e8ec09,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt,0.45,none,,,,medium,chisel;high-level synthesis,chisel@p3;high-level synthesis@p9,chisel@p3;high-level synthesis@p9,none,,,,high,verilog; rtl;hardware description;vhdl;synthesizable,"verilog@p1,2,3,4,5,6,7,8,9,10; rtl@p1,3,5,10;hardware description@p1,2;vhdl@p3,5,9,10;synthesizable@p7","verilog@p1,2,3,4,5,6,7,8,9,10;rtl@p1,3,5,10;hardware description@p1,2;vhdl@p3,5,9,10;synthesizable@p7",low,pipeline,"pipeline@p3,5,6,9","pipeline@p3,5,6,9",medium,ps ;processing system,"ps @p3,7,8;processing system@p10","ps @p3,7,8;processing system@p10",high,param_rtl:high;hls:medium;cpu_fpga_fallback:medium,"param_rtl:high via verilog@p1,2,3,4,5,6,7,8,9,10; rtl@p1,3,5,10;hardware description@p1,2;vhdl@p3,5,9,10;synthesizable@p7"
2503.11663v1,2503.11663,MEADOW: Memory-efficient Dataflow and Data Packing for Low Power Edge LLMs,2025,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2503.11663v1.pdf,165067f6524dd4259b5fb0a487bee7d3192440a31c032c0e7e132c5a4a7c203d,12,yes,ok,full_paper, llm;large language model;transformer;attention;token;prefill;decode;inference,0.73,none,,,,none,,,,low,microarchitecture,microarchitecture@p12,microarchitecture@p12,none,,,,medium,dataflow;pipeline,"dataflow@p1,2,3,4,5,6,7,8,9,10,11,12;pipeline@p2,3,4,5,7","dataflow@p1,2,3,4,5,6,7,8,9,10,11,12;pipeline@p2,3,4,5,7",high, cpu;ps ;hybrid;processing system;co-design," cpu@p1;ps @p2,7,9,10;hybrid@p3,4,7;processing system@p11;co-design@p12","cpu@p1;ps @p2,7,9,10;hybrid@p3,4,7;processing system@p11;co-design@p12",high,cpu_fpga_fallback:high;dataflow:medium;overlay:low,"cpu_fpga_fallback:high via  cpu@p1;ps @p2,7,9,10;hybrid@p3,4,7;processing system@p11;co-design@p12"
